score,text
1, ba  sapat  kay  leni  wala  kayong  pambash  kundi  kesyo  dilawan  eh  bulag  bulagan  kayo  ma  nyo  pang  maniwala  fake  news  neveragain 
1,   membela  agama  dg  cara  menganiaya  ujaran  dilawan  pakai  dakwah  bukan  pakai  kekejian   
2,   dilawan  booooooo   
2,   neveragain  allow  yellow  return  power  neverforget  pambabalahura  pambababoy  dilawan  bayan   
1,   suuuss  tagal  mo  nang  naghilamos  tae  1986  2016  kumain  nga  tae  napakain  tae  nitong  dilawan  wag  mong  si  leni  presidente  mghilamos  gold  hoi  ma  sobra  tae  hilamos  mo  baka  egit   
2, ganito  utak  dilawan  utak  ulalo  never  talaga  dilawan   
1,   wag  kang  magmalinis  araw  nyo  dilawan  oligarch  truth  come  nagsisimula   
1, pag  pala  naglabas  source  marcos  dilawan  agad  kumokontrol  wtf   
1,   eligible  siv  applicant  left  behind  dedicated  life  american  face  imminent  threat  taliban  hiding  sure  come  next  24  hour   
1, pinag  ooverthink  kita  dilawan  nanaman  nanalo  election   
1,   old  cant  say  people  blind  dilawan  even  happened  dilawan  fact  father  marcos  loyalist  unlike  parent  smart  admit  regret   
2, ngano  gaka  hadlok  mo  nga  president  mo  dagan  pag  president  si  bong  bong  marcos  tubag  dilawan  tubag   
1, halo  tigulang  nga  naka  abot  sang  marcos  ma  nmi  daw  gni  sato  nga  time  kay  subong  daw  paguba  lng  dilawan   
1,   mind  trick  argumentation  like  fallacious  argument  create  two  side  black  white  dilawan  v  dd  middle  ground  way  easier  get  people  side 
1,   sultan  dilawan 
2,   neveragain  dilawan 
1, panget  rebuttal  apologist  nagla  label  dilawan  like  wdym  aquinos  evil 
1,   moal  dilamikeun  harita  k  n  h  nu  dada  tea  dilawan   
1, durugin  natin  twitter  yang  dilawan  yan  puro  sinungaling  diktador  talaga  history  revisionist  si  enrile  neveragain  aquinofreeph  notoliberalpartyph  bongbongmarcos  marcosparin 
1,   binalitad  katotohanan  dilawan  ung  kabataan  wag  kayo  paloko  ask  nyu  grand  parent  nyu  gano  ganda  buhay  nun 
1,   kemakan  sama  jargon  dia  sendiri  naturalisasi  alam  mau  dilawan   
1,   sullano  hahaha  pikon  dilawan  hahaahh  mag  rally  edsa  hahahahahahah 
1, medium  pabor  dilawan  bayad  ba  kayo  balita  si  leni  pinaka  malaking  gastos  pagdating  election  eh   
2,   pnp  nagmumura  bobong  dilawan  kumusta  rally  edsa  bilangin  kayo  hahahaa  wala  nang  uuto  dilaw  hahhaaha 
1,   actually  dilawan  doesnt  stick  anymore  durog  durog   
1,   dilawan  eh  marcos  comeback   
1,   dan  kalau  dilawan  terus  bilangnya  mao   
1, dilawan  narrative  doesnt  stick  anymore  neveragain 
2,   keep  mouth  shut  putak  putak  wala  kang  iuunlad  nabubuhay  kayo  dilawan  nakaraan  fake  history  naming  kabataan  kundi  progress  president   
1, dilawan 
1,   yes  never  aquino  dilawan  kayo  sinungaling  ubod  mapanglinglang   
1,   vp  leni  wag  masyadong  dada  dada  ma  pinapaintindi  mo  lg  husto  saamin  boboto  dilawan  pinapakita  niyo  lg  takot  takot  kayo  mabuwag  2022  okay  commemorates  anniversary  martial  law  neveragain 
2, marcos  best  president  uwu  potang  ina  nyong  dilawan  pobre  inyo  bubung  pinoy 
1,   kece  preman  hr  dilawan  oleh  preman  dgn  cara2  preman  mantap  jendral  hehehe   
2,   filipino  gising  katotoohanan  never  dilawan  bbm  president  2022 
2, pag  akoy  nag  boto  un  dilawan  jan  tangina  nyo  pakyu   
1,   wow  ahhhhh  tagal  nyan  yan  rin  issue  nyo  aquino  neveragain  aquino  dilawan   
2,   dilawan  tangina  nyo  pakyu  kayu 
1,   neveragain  aquinos  totoong  naglugmok  bansang  pilipinas  please  wake  ginamit  medium  namuno  alam  follower  dilawan  alam  taas  pride   
2,   sus  nagtaka  pinaniniwalaan  mong  dilawan  pride  pinaiiral  bugok  mong  pag  iisip  nagtataka  bobang  lugaw   
2, bawal  dumaan  jan  dilawan  ayaw  niyo  kc  pagbabago   
1,   ehhh  bobblats  pala  kayo  ehh  di  gaanong  kayaman  bansa  pilipinas  umunlad  pinas  kay  late  president  marcos  tunay  mag  nanakaw  dyan  aquino  isama  nayang  dilawan  bayaran  reporter  oligarch  banal  banalan   
1,   wonder  pilipinas  dilawan  skl 
1,   ahlex  mapakali  dilawan 
1,   never  dilawan  tanong  lang  2  aquino  naupo  anong  naimbag  tanong  rin  nga  nalaman  pumatay  kay  ninoy  dumi  pilipinas  since  nawala  marcos   
2,   eto  logic  di  magawang  maghignti  marcos  daming  naninira  sakanila  tong  dilawan  puro  paninira   
1,   yes  dilawan  victim  yolanda  never  forget   
1, ginagawang  bulag  nanaman  dilawan  pinoy  gamit  si  leni 
1, dd  dilawan  hirap  makakuha  data  mishap  cory  digong  ma  dumami  magnanakaw  marcos   
1,   ace  jusko  eto  nanaman  salungat  paniniwala  mo  dilawan  nako  gago  lang  di  b  upgrade  muna  comprehension  skill  saka  magsalita   
1,   nerver  dilawan  aquino  bbm  du30  2022   
2,   ph  isama  mo  chr  dilawan  justice  mahirap  tibagin  di  duterte  marcos  power  lao  kayo 
2,   filipino  wake  dilawan   
1,   never  dilawan  pagbabalik  marcos  mtatuloy  mwwala  basurang  aquino  matutuloy  natuloy  du30  marcos  2016  ngyun  2022  matutuloy  marcos  du30  nmn  never  taelawan 
1, iispam  kayo  martial  law  kasi  naituturo  school  dilawan  dd  makamarcos   
1, fact  check  value  added  tax  vat  made  filipino  income  suffer  instated  1987  cory  aquino  never  repeat  history  neveragain  dilawan  decade  suffering  bec  dilawans  marcos  martial  law  best  npa  left  twitter  lol   
1, yung  anak  dilawan  parin  tawag  mo  marcos  apologist  tanga  naman  tao  d2  candon 
2, let  say  marcos  leni  dilawan  hahahahaha  way  saynotoyellowparty 
1, 35  year  old  ngayun  simula  nung  pagkabata  hangang  ngayun  puro  gulo  nakikita  balita  bansa  umunlad  along  nalugmok  kahirapan  neveragain  neverforget  dilawan  work  pagbabago  silang  iboto   
2, punyetang  dilawan   
1,   jant  dakna  2nu  exam  ha   
1,   bbm  president  neveragain  dilawan 
1,   atm  senior  kok  dilawan 
2, dont  dilawan  marcos  apologts  dd  citizen  country  jusq  fb  ppl  dami  niyong  time  magtake  side  never  tumayo  filo  mahal  bayan 
1, marcos  ulet  2022  hahaha  mamatay  kayo  inggit  dilawan   
1, wish  one  day  yall  would  wake  confined  label  dd  marcos  apologist  dilawan  genuine  filipino  people   
1,   kayo  tiktok  puro  bbm  kabataan  bbm  sigaw  wala  dilawan  buko  kau  nyong  bobo  tao  ginamit  nyo  medium  palabasing  masama  marcoses  nyong  kapakanan  di  bayan  totoo  wala  kauong  pakialam  pilipino 
1,   si  du30  bangungot  dilawan  di  makakaporma  yellowtards  politician  nakagawiang  pangungurakot   
1, nag  nakaw  marcos  bansa  hinde  pakulong  cory  government  proof  charge  case  marcos  yes  bong  bong  marcos  dilawan 
1,   still  insisting  horse  97  filipino  awake  aware  happened  today  worry  dilawan  40m  strong   
1,   halatang  halata  dilawan  ngaun  ah  triggered  tao  magising  kayo  si  bbm  tatakbo  pilipino  mahal  pilipino  muling  umangat  bansa  yang  leni  robredo  tatakbo  ayaw  maagawan  pwesto  see  difference 
1, hindiiii  dilawan  putangina  hahahahhahaha 
1,   wala  kasi  kwenta  yang  fake  vp  yan  smartmagic  lang  nagpapanalo  niyan  dayaan  diyan  magaling  nga  dilawan   
1,   mawala  sana  tuluyan  daming  nasirang  pangarap  pangarap  pamilya  anak  namatay  bundok   
2, naman  porket  ayaw  marcos  du30  administration  eh  dilawan  jusko   
1, anti  marcos  mean  dilawan  agad  tanginang  tao  oh  good  governance  hindot  yun  lang  naman  nakakarami  dedma  kulay  yellow  blue  pink  yan   
1,   neveragain  tapos  dilawan  let  see  naman  marcos  offer  aquino  puro  disaster  eh   
1,   maka  pag  salita  akala  mo  perfect  eh  buti  baka  kayong  dilawan  diktador  si  marcos  hahahaha 
1,   last  gangguan  yg  hr  dilawan  saat  baca  alquran  adalah  rasa  ngantuk   
1,   wag  leny  natuto  taong  bayan  ayaw  dilawan  marcos  duterte  lang  good  president 
1,   dewanapromotion  trendsreai  6  9  j  dewana  sdq  23  86  92  writes  neyamat  ahmadbhatti   
1,   bbm  president  ibalita  medium  marcos  tinawag  tiger  asia  angat  ekonomiya  militar  bng  nangyari  ngayun  nung  nanungkulan  dilawan  mahabng  lugmok  n  ma  malakas  pantayo  c 
1, mang  asar  friend  dilawan  hahaha 
1,   punzalan17  ipag  mamalaki  dilawan  rebulto   
1,   emak  emak  dilawan  kelar  deh  hidup  nya 
1,   neveragain  dilawan  neverforget  hacienda  luisita  massacre  mendiola  massacre  kidapawan  massacre  yolanda  fund  saf44  dengvaxia  naia  tanim  bala  etc   
1, never  dilawan  hehe 
1, tapos  pag  mukontra  sailaha  ingnan  dayon  kag  dilawan  utok   
2,   bongbong  marcos  padin  buong  samanayanan  3  lang  kayong  dilawan  troll  hahahah  neveragaintodilawan 
1, umuunlad  let  revise  history  tayong  amnesia  marcos  duterte  aquino  yan  mamamatay  tao  dont  call  dilawan  sht  dutertewakasan 
1, pag  nag  nanalo  si  bbm  2022  wala  muna  mag  kkuda  dilawan  jan 
1,   xchan  waltgrace  also  would  ask  aquinos  marcoses  wala  lang  silang  oligarkiya  pilipinas  kumikita  yumayaman  politika  sana  alam  mo  marcos  apologist  eh  dilawan  aquino  supporter  kaagad   
1, masa  kuman  kuman  di  gigi  ga  dilawan  sikatgigisekarang  caranya  dengan  sikat  gigi  tentunya  senyumindonesia 
1,   pake  suportahan  mo  suportahan  mo  di  ml  mababago  tao  totok  totok  kau  kay  marcos  eh  ma  pang  kababalaghan  kagaguhan  amo  mung  dilawan   
1,   kaylangan  natin  ulut  ulitin  katotohanan  lang  martial  law  nagawa  marcos  malalaking  eskwelahan  hospital  wala  si  marcos  rin  makakalimutan  pano  sinira  dilawan  pilipinas   
2,   pala  si  nagiseng  si  leni  ngaun  nag  babatikos  tapos  mag  lugaw  kabayan  lasang  tae  naman  gamit  tabo  dilawan  shit 
1,   layas  lang  fake  news  mainstream  medium  dilawan  paid  troll  socmed  kundi  fake  history  communist  npa  activist  cohort  academia   
2,   tanung  dilawan  jan  nasa  500  picture  si  ninoy  aquino  bayani  ba  yan  angang  senador  lang  naman  samantalang  dami  pinagdaanan  si  marcos 
1, dilawan  lpigs  canada  parin  nanalo  parliament  election  2021   
1, ddshits  would  say  shes  dilawan   
1,   never  trapong  dilawan 
1,   never  ever  forget  dilawan  ramos  sisihin  nyo 
1,   hereee  mazdoori 
2,   syempre  marcos  kayu  kabataan  puro  batikos  kay  marcos  puro  kayu  daldal  ingay  nyo  mag  type  kuda  kuda  tanung  buhay  ba  kayu  marcos  syempre  nyo  naabotan  puro  dilawan  nakaabotan  nyo  wala  naman  kwenta  yan  aquino  puro  hulog  kanal  notodilawan 
2, kamo  lulusot  pulitika  wala  kang  pinagiba  liberal  dilawan  pweh   
1,   lfc  cyborg  dilawan   
1,   neveragain  dilawan   
1, big  disclaimer  dilawan  marcos  apologist  waiting  leni  presidency  miss  leni  pas  dapatsileni 
2,   hahahahaha  putangina  auto  pas  dilawan  bbmforpresident2022  tapos   
1, dilawans  rmental  irritation  manila  bay  day  night  photo  wonder  philippine   
1, okei  di  dilawan  dilaw  account  pareply  naman  ho  nang  tag  anong  fave  mong  outfit  felip  palayo  mv   
1,   never  dilawan  tlaga 
1, twitter  puro  dilawan  tiktok  puro  duterte  marcos   
1,   plaza  look  beautiful  expression  always  point 
1, fufufu  senior  dilawan 
1,   dilawan  never  go  bbm  2022 
1,   po  aloha  burger  padalhan  niyo  po  3   
1, swear  ever  hear  read  line  like  anti  dd  kay  dilawan  man  one  time  ill  lose  hahahahaha  false  dichotomy  brought  dumb  fanatic 
1,   neveragain  dilawan 
1,   neveragain  neverforget  dilawan  marcos  hahaha 
2, daily  reminder  marcos  started  moro  uprising  aquino  ended  via  bangsamoro  basic  law  call  dilawan   
1, woah  im  actually  surprised  dick  ball  steel  sige  ituloy  mo  yan  dick  youre  making  duterte  nervous   
1,   itulog  mo  nalang  yan  never  dilawan   
1,   tuta  dilawan  hahahaha 
1, yes  di  lage  dd  dilawan  pud  ew 
2, paglilinaw  dilawan  historical  revisionism  nalang  place 
1,   yung  kinakampihan  mo  bang  dilawan  pumatay  gumitna  yung  puros  marcos  tinitira  nyo  magmalaki  mo  masasabi  mong  gumanda  pinas  nung  nawala  marcos  naupo  aquino   
2,   thousand  dilawan  kid  twitter  including  rappler  philstar  cry  failed  get  support  dislike  marcos  best  president  ever  martial  law  thank  stopping  dilawan  npa  communist  remember  plazamiranda  bombing   
1, sarap  bobby  lashley  dd  dilawan 
1,   aysus  kayo  kayo  lang  maglokohan  dilawan  basta  yes  bongbong  marcos  president 
1, komut  pt  dilawan  tiada  duanya 
1,   base  lim  aja  dilawan  tetep  event  tetep  rule  breakdown   
1,   kenapa  ini  gada  lawan  gada  lawan  gamau  dilawan  takut   
1,   anong  ambag  dilawan  frontliners  ha  puro  kayo  satsat  tsaka  frontliners  tinawag  nga  kayong  hero  magrereklamo  kayo  ungrateful  nyo  naman  frontlinersarenotheroes 
1,   hahaha  si  chel  apeng  joke  dilawan  right  lawyer  aka  tqong  inodoro  hahahaha 
1, martial  law  happened  kasi  dyan  dilawan  wag 
1, perception  fact  checker  dilawan  legit  problem  might  addressed  fact  checker  across  industry   
1,   inshaallah 
1,   azhar 
1,   2  faction  voter  ph  dilawan  amp  anybody  dilawan  35  year  since  edsa  people  power  kuno  amp  yet  still  many  marcos  loyalist  around  mean  wa  epek  paulit  ulit  propaganda  drama  ml   
1, bat  anti  marcos  dilawan  agad  utak  mo  ubo 
1, dami  talaga  twitter  bayarang  dilawan  tapos  di  naman  talaga  tunay  botante   
1, dilawan  leader  binaboy  pilipinas  neverforget  neveragain 
1, amg  daming  pro  marcos  dilawan  ta  dd  feed   
1, okay  lang  pag  tinatawag  akong  dilawan  tapos  tinawag  silang  duterte  bbm  supporter  bawal  teka  muna   
1,   lang  kinontra  boy  tikol  eh  noh  pag  dilawan  todo  papuri  pag  kontra  todo  puna  hirap  tumatandang  paurong  saklap  lang  miyembro  lolo  hiking  society   
2,   never  forget  never  dilawan   
2,   ulol  tangina  nyo  dilawan 
2,   neveragain  neverforget  pambabalahura  pambababoy  dilawan  pilipinas  magmula  kay  cory  kay  pnoy  true  enemy  state  lalong  naghirap  pinas  magnanakaw  daw  napalitan  sangkatutak  magnanakaw  kaalyado  dilawan   
1, nganong  mo  comment  marcos  meme  ug  dd  meme  kay  ingnan  man  dayun  nga  dilawan  bogo   
1,   heheheehehe  halatang  nag  adik  di  mo  alam  sinasabi  mo  hahahahaha  dilawan  troll  money  honey  bwhahahahaha  neveragain   
2, sarap  talaga  pagtawanan  dilawan  pulahan  pag  natri  triggered  cla  nabubuljak  ung  narrative  push  nyo  yan  lab   
2,   nverforget  30  year  dilawan  ambag  neveragaintodilawan  ibang  hangad  kundi  makamit  pernsal  interest  gamitin  pilipino  ma  yumaman   
1,   unlike  mogato  three  day  suspension  bongbong  bbm  supporter  blocked  forever  fb  twitter  social  medium  platform  papaano  fact  checker  puro  dilawan  bongbong  deplored  reference  anti  marcos  group   
1, ayan  nga  po  nag  sama  sama  ab  gma  pang  alagad  dilawan  akala  yata  magiging  million  tweet  neverforget 
1,   neveragain  dilawan 
1,   tama  kaka  troll  pera  dyan  lol  kaka  drug  nyo  hallucination  dilawan  ninoy  n  npa  supporter  nagawa  pinas  neveragain 
1,   neveragain  dilawan 
1,   edsa  nagbago  ba  cory  president  free  people  hinayaan  mangyari  mendiola  massacre  bat  hinayaan  abnoy  mangyari  hacienda  luisita  massacre  natigil  ba  karahasan  ninyong  dilawan   
1, communist  terrorist  lang  ayaw  martial  law  syempre  included  dilawan  anti  marcos  di  mo  ilabas  yung  baho  aquinos  siyang  leader  rebelde   
1,   sus  mukha  lang  matalino  dilawan  dilawan  utak  mo  rin  bugok  itlog  bansa   
1,   true  nung  dilawan  bumagsak  ekonomiya  pinas  vote  wisely  di  maliitin  ibang  bansa  need  leader  puppet   
1,   tetap  berbuat  baik  kak  tuhan  maha  melihat  satu  kejahatan  klo  dilawan  kebaikan  pasti  akan  ada  1000  ganjaran  kebaikan  yg  dtg  gbu  kak 
2,   neveragain  dilawan  hahaha  kayo  nagpahirap  pilipinas  human  right  victim  komunista  kasi  npa  supporter  dilawan  marcos  best  president  ever  martial  law  thank   
1,   never  dilawan  lol 
1,   hahahahaha  siniraan  nasa  gobyerno  si  marcos  noong  madaming  tao  nagalit  siniraan  kasi  makapag  corrupt  yung  miyembro  gobyerno  dilawan  angat  pilipinas  yan  baabsehan  niyo   
2, marcos  hero  martial  law  1  best  thing  happend  ph  starting  1986  ph  became  1  poorest  cory  aquino  instated  pork  barrel  value  added  tax  truthhurts  ninoyisnotahero  dilawan  never   
1, mulat  pilipino  kasinungalingan  komunista  dilawan  bayarang  medium  oligarko  itama  kasaysayan   
1,   file  lawsuit  clearly  discrimination  sick  racist  amp   
1,   dilawan  mahilig  basura  tanga  lang  sana  nga  mabangungot  sumunod  kay  panot  kay  dinky 
1,   l4u  kuli  proyek  dilawan   
1,   neverforget  neveragain  pangungurakot  nyo  dilawan  list  thing  country  oohhh  yeah  there  none   
2,   hahahaha  tanga  dilawan  pwe  matagal  wala  marcos  pagseserbisyo  tuta  tutaan  dilawan  hahaha  bobot  loko  loko 
2,   neveragain  dilawan  2022  neverforget  saf44  hacienda  luisita  massacre  mendiola  massacre  2013yolanda  fund  pakyu  sainyo  hindot   
1,   tapos  po  yung  dilawan  salot  idiot  day  whaaaaaaaaaaa   
1,   aquino  sisihin  aling  leni  bobo  batikos  batikos  akala  mo  angel  rin  demonyo  wa  epec  pilipino  yong  pinag  sasabi  mo  martial  law  malapit  kayong  mabura  mapa  dilawan   
1,   rosalinda  oo  nga  tignan  mo  naman  30  year  umupo  dilawan  oo  dilawan  1976  2016  natupad  ba  pangako  wala  marcos  duterte  lang  gawa   
1,   madaling  salita  proyekto  cory  dilawan  pansariling  kapakanan  bayan   
1, bat  masamang  dilawan  kasi  wala  naman  silang 
1,   narrative  come  aquino  lp  dilawan  lie   
1,   kunsabagay  dilawan  kasi  ikompara  mo  nangyari  marcos  aquino  layo  legacy  aquino  aber  pamimigay  ariarian  nang  gobyerno  obligach  ma  nag  hirap  pilipino  maraming  magnanakaw  gobyerno  aquino  era 
1, triggered  dilawan  dilawang  grupo  supporter  lang  kitang  kita  ma  impact  bayan  ma  susuportahan  ma  nakakaangat  gagawa  gagawa  kalaban  upang  supilin  paglayag  bbm   
2,   neveragain  dilawan  full  hypocrite   
2,   tsk  tsk  tsk  iniisa  kayo  sama  kasi  ugali  nyong  dilawan   
1,   k  nga  nakakalungkot  lang  kasi  sarado  yong  isip  pag  nagpapaliwanag  sinasabihan  akong  dilawan  di  naman  diliwan  makapilipino  lang  btw  mindanao  nakatira 
1, truth  prevail  marcos  nagmalasakit  pilipinas  hnd  buhayang  dilawan 
1, dilawan  think  death  ally  catapult  back  power  ulol   
2, g  punong  puno  dilawan  medium  timeline  nakaka  stress  napakahilig  nating  balikan  panahong  nabigo  reason   
1,   dilawan  po  sisihin  magising  katotohanan  bobo   
1, dd  saka  dilawan  dini  deny  di  dd  saka  dilawan  hahahahhahaha  halata  naman  kasi  nakikisabay  lang  post  soc  med 
1, amoy  dilawan  babaeng 
1,   never  dilawan 
1,   dilawan  includes   
2,   putang  inang  kasaysayan  yan  yan  sumira  bayan  kasaysayan  dilawan  aquino  sumira  power  plant  nag  benta  pg  aari  pinas  sinong  nag  tubig  ospital  kalsada  sana  ulit  kasaysayan  marcos   
1,   natin  martial  law  ikulong  dilawan  komunista  bawiinangpilipinas 
1,   yes  neveragain  dilawan   
1,   dilawan  suyaan  manira  nalang  mo  permi   
1,   yes  neveragain  dilawan   
1,   twitter  ra  lage  m0  sabaan  dilawan   
2,   neveragain  dilawan  tanginga  nyo  bobo  mag  basa  kayo  nagawa  fm  bansa  wag  kayong  mag  focus  martial  law  nag  palala  martial  law  aquino   
1,   lenis  father  appointed  judge  marcos  leni  suffer  martial  law  know  leni  dumb  stupid  neveragain  dilawan  marcos  many  state  university  established  precursor  tesda  built  dark  day  daw   
1, nasaktan  sinabi  halatang  dd  naman  kasi  pag  pinupuna  raw  tama  pag  pumuna  aba  eh  tama  daw  yon  panay  kabit  pangalan  kumunista  dilawan  daw  samantalang  matalik  kaibigan  numiro  unong  kumunista   
1,   sbish  medyo  2  hour  lang  tulog  siguro  magpupuyat  kaka  comment  ig  post  hope  pangaralan  magsalita  politics  neveragain  neverforget 
1, nga  kayo  dd  dilawan  marcos  apologist  naman  yall  realize  smthn  common  right   
1, uy  kinakabahan  nayan  hahahaha  vice  gising  x  daw  madlang  people  yes  vice  gising  gising  kayo  nalang  ata  tulog  sorry  friend  dilawan  jan  peace  yow  president  bbmforpresident   
1,   thief  pala  proyekto  tapos  kayong  dilawan  hero  ambag  lipunan   
1,   neveragain  dilawan 
1,   isidro  umepal  bobo  pg  kontra  dilawan  dd  di  ba  pweding  ayaw  lng  mapag  kunwaring  kulto  nyo  malasalit  ung  totoo  mapag  samantala  bayan  di  nauubra  nyong  pautot  amoy  umaalingasaw  baho  nyo 
1,   confirmdilawar 
1,   dilawan  amputa 
1,   tama  kinasuhan  mo  haba  mo  dilawan  30  year  kayong  naghari  nangyari  short  fabricated  story  right   
1,   dilawan 
2,   dilawan  tang  ina  nyo 
2,   yes  never  dilawan  nagpahirap  lalo  filipino  nag  hihirap  tigilan  nyo  yang  kabobohan  nyo  pati  kayong  dd  pareoareho  lng  kayo   
1,   kelan  di  binoto   
1,   derailed  nomination  make  right  showing  vote  tomorrow  allowing  quorum  show  jim   
2,   kasinungalingan  dilawan  masahol  asong  pinag  aralan  wala  nang  maniniwala  kabobohan  dilawan  gising  gising  tao  hinde  nyo  maluluko 
1, unsay  dilawan  v  marcos  v  dd  oy  ph  v  dilawan  marcos  dd  man  gud   
1,   sinong  political  analyst  yan  yung  dilawan  monsod   
2,   neveragain  dilawan  neverforget  si  abnoy  dahilan  namatay  saf44  dapatsileni  mapunta  inidoro  2022   
2,   marcos  best  president  dilawan  mangmang  nagmamarunong  wala  naman  utak  kundi  magnakaw  nalang   
1, problema  kasi  marcos  apologist  sasabihin  marcos  hero  best  president  mang  eklabu  tapos  diretso  pagsasabi  dilawan  1  2   
1, yes  syang  manalo  election  die  hard  fan  bbm  palibasa  kasi  nabulag  textbook  dilawan 
1,   tama  dugo  dilawan  feel  nyo  yata  bobo  bulag  tao   
1,   korek  kilala  lang  sya  part  liberal  party  let  face  doesnt  rlly  paint  good  picture  kasi  masyadong  label  pinoy  kesyo  dilawan  kesyo  hay   
1,   neveragain  dilawan  puro  pangbrabrain  wash   
1,   sheepph  tama  nerver  forget  never  magpauto  dilawan  crony  imagine  30  year  nkalipas  nangyari  tapos  isisisi  marcoses  wala  kayong  silbe  wala  kayong  nagawa  30  year  lugmok  pinas  inyo   
1, scared  country  future  leave  anti  marcos  comment  toni  vlog  defend  leni  people  swarm  calling  dilawan  binayadan  dilawan  blind  woke  majority  voter  incoming  election  di  alam 
2,   pasensya  po  bida  bida  dilawan  ah  mapanira  wala  man  alam  amputa  tae  kayo  ahahahha  eat  yourr  heart  ah  heart  kayo  ahahahha  hate 
1,   never  dilawan  pinakauna  bumoto  presidente  si  gibo  ibinoto  wala  tlgang  amor  aquino  sakin  amoy  amoy  kasinungalingan 
1, neveragain  dilawan 
1,   watashi  menyerah  sj  omae  trllu  saikyo  untk  dilawan  watshi 
2,   neveragain  dilawan  neverforget  katangahan  cory  ninoy  abnoy  dapatsileni  mapunta  inidoro  2022  ahihihi  babush   
2,   neveragain  dilawan  neverforget  katangahan  cory  ninoy  abnoy  dapatsileni  mapunta  inidoro  2022  ahihihi  babush   
1, puro  marcos  apologist  bahay  kapitbahay  amp  daw  ba  kasi  si  robredo  eh  dilawan  daw  eon  tangina  di  ba  pwedeng  makakabuti  im  stressedt  myghad 
2,   neveragain  dilawan  neverforget  katangahan  cory  ninoy  dapatsileni  mapunta  inidoro  2022  ahihihihi   
2, bilib  gumagamit  term  marcos  apologist  pauso  ha  samantalang  generation  nyo  saksing  buhay  anung  hirap  inabot  pilipino  kamay  dilawan  anu  tawag  inyo  yellow  cult  propagandist  marcos  duterte  lang  sakalam   
1, like  yung  sap  teacher  said  baka  dila  dilawan  yan  magkakaroon  ganyan  pandemic  p  im  dilawan  dd  pilipino  aware  nangyayari  bansa   
1,   baliktad  school  nga  tlamak  siansabi  yun  ba  tlga  nag  revise  history  kayong  dilawan 
2,   neveragain  dilawan  neverforget  katangahan  cory  ninoy  dapatsileni  mapunta  inidoro  2022   
2,   neveragain  dilawan  neverforget  katangahan  cory  ninoy  dapatsileni  mapunta  inidoro  2022   
1,   round  applause  neveragain  neverforget   
2,   neveragain  dilawan  neverforget  katangahan  cory  ninoy  dapatsileni  mapunta  inidoro  2022   
1, rasa  sakit  itu  harus  dilawan 
1, nakalimutan  ht  neveragain  neverforget 
1,   yes  kaps  dilawan  sya 
2,   yes  neveragain  lp  dilawan  wokes  amd  like   
1,   ph  utot  mo  nyo  kayo  lng  pwde  magsalita  magtanggol  pag  bayaran  agad  gago  utak  talangka  kayo  dilawan  lumaban  kayo  patas   
1,   holic  crazy  display  serious  opposition  disgust  theyll  assume  dilawan  kana  like  ha  lang  kita  tatay  lol 
1,   yes  neveragain  lp  dilawan  wokes  like   
1,   neveragain  dilawan  neverforget  incompetence  brought  country  mess   
2,   yes  neveragain  dilawan  wokes  lp  like   
1, horror  yesterday  car  pool  topic  politics  general  dun  narealize  rin  talagang  dd  bbm  supporter  leni  dilawan  hater  goodness   
1,   path  position  need  already  bos  ask  try  harder  still  eating  nominee  trump  left  agaist  everyone  trump  never  50  appr  got  flying  monkey  place 
1,   nagmura  ba  galunggong  dilawan  makakapagmura  galit   
1,   owbeejuan  haistt  kawawa  ipo  dilawan 
1,   pakana  yan  dilawan  npa  nanggulo  dyan  saksi  tatay  hunghang  sainyong  dilawan  naghihirap  bansa  bobo   
1,   ma  sinungaling  kakampon  mo  dilawan  duh 
2,   get  better  marcoses  gone  neverforget  neveragain  dilawan   
1, puro  attack  dog  dilawan  naman  candidate  precidency   
2,   truee  makapagdiktador  parang  ambag  lipunan  bobong  dilawan  buksan  nyu  mata  nyo  wag  poro  nakasalalay  pekeng  history  yan  30  year  agoo  30  year  samantalang  si  fake  vice  pres  leni  wala  pang  dekada  nanalo  bugok 
1,   asan  legitimate  proof  nagnakaw  marcos  hahaha  binasura  nga  sandiganbayan  bayan  kaso  eh  puro  kayo  ngawa  prang  dilawan  wala  namang  nagawa  sariling  bansa   
2, tangina  di  dd  dilawan  man  yan  fan  toni  rin  nakakainis  lng  kasi  kala  mo  kumuda  gago  sakit  ulo  paulit  ulit  nlng  kayo  nf  lubayan  niyo  punyeta 
1, anlalakas  bias  tao  false  dichotomy  agad  nung  sinabi  makiramay  biktima  martial  law  nga  49th  anniv  bigla  silang  atake  sinisisi  daw  si  fem  dilawan  daw  totoxic  leche  pinaiisip  abt  biktima  ta  pinaguusapan  yung  namulitika  pweh   
2, wala  rin  namatay  regime  dilawan  ulol   
1,   disgusting  sick  psychologically  stunted  gop  destroying  chance  country   
1,   first  time  heard  narrative  late  fr  balweg  malamang  dahilan  pinaslang  talagang  itinago  heherasyon  sanhi  pagkontrol  alyansang  elitista  dilawan  makakaliwa  terorista   
1, battle  dd  marcos  apologist  dilawan   
1,   tignan  nyo  yung  pgh  lung  center  etc  cnu  ba  gawa  nyan  yung  idol  ngo  dilawan  anung  pina  tayu  tulay  gawa  kahoy   
