score,text,Topics
1,   oustduterte  nga  jan   ,Filipino Political News
1, im  sure  desisyon  agad  man  nag  leak  naapakan  buntot  eh  magwawala  ulo  yung  corrupt  leader  obvious  naman  nag  nakaw  malaya  oustdutertenow  oustduterte ,Filipino Political News
1, poga  aquoooh  luhng  beh  aquoooh  luhng  beh  yeng  nenghihineh  pehg  di  nakapagmureh  bwakanangsheeet  dogs30  academicbreaknow  pagodnakami  oustdutertenow  oustduterte ,Filipino Political News
1,   magkakape  soon  soonest  oustduterte   ,Filipino Political News
1,   shocking  increase  country  already  dangerous  place  stand  environment  dutertelegacy  dutertecorrupt  duterteaccomplishments  duterterorista  dutertewakasan  oustduterte ,President
2,   balikpaaralanipaglaban  educationisaright  oustduterte ,Filipino Political News
2,   huwaiting  pagodnakami  academicbreaknow  oustduterte ,Filipino Political News
2, tama  tapos  sabay  oust  duterte ,Political stance
1, alert  level  6  oust  duterte   ,Political stance
1, yes  bebi  oustduterte ,Filipino Political News
2, tangina  nagcoconcert  america  naka  faceshield  dutertepalpak  oustduterte  duqueresign ,Filipino Political News
1, oust  duterte  magparehistro  ngunit  ma  mahalaga  mag  organisa  engage  political  discussion  dalhin  daan  takot  sinomang  pasista  bayang  nagkakaisa ,Political stance
2, still  breaking  record  daily  new  positive  case  almost  2  year  pandemic  get  indication  wala  talagang  progress  dutertepalpak  duqueresign  oustduterte ,Election
1, opened  youtube  dislike  tonis  video  bbm   ,President
1, tangina  di  tinitigilan  pag  vm  daw  uwu  pota ,Political stance
1, ma  inuna  yung  pamimigay  baril  bumbero  kesa  dagdagan  daily  hazard  pay  hcws  araw  araw  sunod  time  global  pandemic  araw  araw  nagkakasakit  bala  tatapos  pandemyang  oustduterte  oustdutertenow ,Filipino Political News
1, thank  oustduterte ,Filipino Political News
1,   putangina  sana  ol ,Political stance
1,   ph  oust  duterte  philippine  ruled  duterte  darkness  uncertainty   ,Political stance
1, country  already  living  life  covid  already  gone  meanwhile  nagkakagulo  rin  pano  icclassify  yung  quarantine  anong  guideline  ipapatupad  hirap  talaga  pag  nanghuhula  lang  duqueresign  oustduterte ,Government Policies
1, sige  gawin  mo  yan  ma  mapadali  oustduterte  move  tao   ,Political stance
2,   bat  napunta  eleksyon  lol  shes  vp  like  duterte  nakailan  oustduterte  still  president  sayo  nanggaling  bat  umuusok  alang  kwentang  interview  bbm   ,President
1, tuklasin  espesyal  ed  pagsulat  pagsuma  pagsulong  diskusyon  patungkol  rebolusyunaryong  pagtutula  panitikan  sama  sama  nating  punan  patlang  obra  setyembre  15  7  pm  google  meet  artistsfightback  oustduterte ,Filipino Political News
1, nga  ba  kayang  abutin  tula  anong  ilog  nitong  lagpasan  anong  bundok  nitong  tanganan  anong  gubat  nitong  manmanan  magrehistro  artistsfightback  oustduterte   ,Filipino Political News
1, pagbukas  nung  acct  daming  tsismis  gagi ,Political stance
1, napagaan  naman  mahal  kayo  joonie  pakiramdam  oustduterte  marcosnotahero  rin  reminding  filo  army  joon  song  w  c  entitled  vote  register  vote   ,Election
2,   oustduterte  activistsnotterrorists  walangiwananupb  ligtasnabalikeskwela  defendacademicfreedom  educationnotforsale  solusyongmedikalhindimilitar  notocampusmilitarization  stoptheattacks  masstestingnow  10kstudentaidnow  notobudgetcuts  defendup ,Filipino Political News
1, believe  even  500  day  lockdown  dangerous  go  go  last  year  start  pandemic  grabe  dutertepalpak  talaga  duqueresign  oustduterte ,Filipino Political News
1, first  day  fight  nga  rin  naman  todei  nararapat  lang  magdrop  tau  hashtags  oustduterte  activistsnotterrorists  walangiwananupb  ligtasnabalikeskwela  defendacademicfreedom  educationnotforsale  solusyongmedikalhindimilitar  notocampusmilitarization ,Filipino Political News
1,   oustduterte  academicfreeze ,Filipino Political News
1, devon  kjm  red  hair  era  first  selca  night  keep  member  yieeee  keepupselcanight  baguio  first  day  fight  ligtasnabalikeskwela  solusyongmedikalhindimilitar  oustduterte  walangiwananupb   ,Filipino Political News
2,   oustduterte  activistsnotterrorists  walangiwananupb  ligtasnabalikeskwela  defendacademicfreedom  educationnotforsale  solusyongmedikalhindimilitar  notocampusmilitarization  stoptheattacks  masstestingnow  10kstudentaidnow ,Filipino Political News
2, tapos  parang  ghost  delivery  tong  nangyayari  nak  tokwa  warehouse  delivery  truck  dokumento  potah  kayo  oustduterte ,Filipino Political News
2, nakakita  supplier  angbmga  pangalan  brother  tiger  mr  wang  eto  ba  dealing  gobyerno  dati  tinakot  kayo  gongdi  baka  narco  state  pilipinas  potah  dealing  nga  parang  chinese  triad  eh  oustduterte ,Government Policies
2,   oustduterte  activistsnotterrorists  walangiwananupb  ligtasnabalikeskwela  defendacademicfreedom  educationnotforsale  solusyongmedikalhindimilitar  notocampusmilitarization  stoptheattacks  masstestingnow  10kstudentaidnow  notobudgetcuts  defendup ,Filipino Political News
1, reminder  filipino  support  philippine  red  cross  majority  member  help  life  past  present  future  gordon  dutertemanyak  duterterapist  duterteyakuza  oustduterte   ,Government Policies
1, met  around  80  85  percent  people  interacted  twitter  real  life  still  look  forward  day  meet  idea  kept  sane  14  day  covid  isolation  salamat  po  oustduterte   ,Filipino Political News
1, talaga  natin  ligtas  balik  eskwuela  new  normal  sound  like  regime  oustduterte  activistsnotterrorists  walangiwananupb  ligtasnabalikeskwela  defendacademicfreedom  educationnotforsale ,Filipino Political News
1, grabe  tarantadong  pharmally  test  kit  halaga  70  000  peso  binili  psdbm  42  000  unit  php  2  9  billion  hayup  kayo  oustduterte  roqueresign  duqueresign ,Filipino Political News
2, oust  duterte  oust  duterte  oust  duterte  oust  duterte  oust  duterte  oust  duterte  oust  duterte  oust  duterte  oust  duterte  oust  duterte  oust  duterte  oust  duterte  oust  duterte  oust  duterte  oust  duterte  oust  duterte ,Political stance
2, idiot  roque  go  doctor  proper  quarantine  spout  distraction  duterte  govs  tax  robbing  issue  dutertemanyak  duterterapist  duterteyakuza  oustduterte ,Government Policies
1,   let  stream  protest  merge  giant  wave  people  marching  street  link  struggle  city  struggle  countryside  panoorin  bayan  editoryal  kumpletong  bidyo  link  oustduterte   ,Filipino Political News
1,   third  philippine  29  death  making  murderous  country  defender  asia  oustduterte  abolishafp  abolishpnp  stopthekillingsph ,Election
1, tinatago  ayaw  maglabas  saln  roqueresign  oustduterte ,Filipino Political News
1, let  cdc  patuloy  sumasama  pagtindig  marumi  masahol  makataong  pamamalakad  administrasyon  basahin  buong  pahayag  defendup  oustduterte  firstdayrage  ligtasnabalikeskwela  uplbnostudentleftbehind   ,Filipino Political News
1,   tinatago  bat  ayaw  ilabas  saln  duterteinutil  dutertepalpak  oustduterte  duqueresign ,Filipino Political News
1,   legit  poh  oustduterte ,Filipino Political News
1, working  v  student  debate  kayo  dyan  eh  kitang  kita  naman  yung  pressure  workload  dalawang  aspect  ba  nag  aaway  away  pwede  naman  oust  duterte  lang ,Political stance
1, thats  need  oustduterte ,Election
2,   balitaan  relasyong  u  pilipinas  soberanya  kapalit  baryang  bakuna  hihigpit  kontrol  u  bansa  anyo  pondo  armas  pinagsanib  pagsasanay  afp  basahin  junkvfa  junkusimperialism  oustduterte   ,Filipino Political News
1, anw  conclusion  oustduterte ,Filipino Political News
2, potahna  supplier  pharmally  michael  yang  brother  tiger  wang  jie  isama  si  dao  ming  sugat  si  hwa  si  lan  chiaw  korruptnagobyerno  duqueresign  roqueresign  oustduterte ,Filipino Political News
1, kolektibo  nating  kundenahin  itong  repressive  militaristic  treatment  towards  acad  freedom  humanitarian  policy  hahayaan  library  mangmang  tao  di  gaya  du30  kroni  nya  booksoverbullets  defendacademicfreedom  oustduterte ,Election
1, sinong  tanga  papayagan  bumbero  humawak  baril  eh  yung  hose  nga  laman  tubig  sobrang  bigat  hirap  apulahin  apoy  ipapahawak  baril  patunay  tanga  talaga  tatay  dig  nyo  oustduterte ,Filipino Political News
1,   oustduterte ,Filipino Political News
2, philippine  166  land  environmental  defender  killed  since  election  president  rodrigo  duterte  2016  end  2020  defend  environmental  defender  junk  terror  law  oust  duterte   ,Government Policies
1, nagdedemand  transparency  red  cross  sariling  saln  di  mapakita  krazy  aso  oustduterte ,Filipino Political News
2, kawawang  kawawa  healthcare  worker  guro  manggagawa  mag  aaral  pilipino  nasa  pilipinas  kailan  ba  uunahin  gobyerno  puro  kayo  kapabayaan  oustduterte  oustdutertenow  dutertepalpak ,Filipino Political News
2, malaking  clown  duterte  administration  punong  puno  sad  boi  amp  oustduterte  dutertepalpak  kalmaakolangto ,Filipino Political News
2, pambayad  utang  loob  pilipinas  oustduterte   ,Filipino Political News
2, oust  duterte   ,Political stance
2, daddy  saw  bobo ,Political stance
1, habol  lang  manupil  tao  imbes  tugunan  pandemya  oust  duterte   ,Political stance
2, punyeta  fat  bank  account  punyeta  face  glow  punyeta  iphone  12  punyeta  ipad  pro  punyeta  hahahahahaa  antidds  oustdutertenow  oustduterte  philippine  dutertewakasan  roqueresign  dutertepalpak  dutertecorrupt ,Filipino Political News
1,   marcos  apologist  dd  di  ba  oustduterte  marcosmagnanakaw  nga  dyan  girl  mapag  isipan  susuport  sayo   ,Filipino Political News
1, du30  continue  supporting  chinese  company  detriment  filipino  company  company  shutting  bcoz  stupid  handling  pandemic  du30  cohort  top  company  like  pharmally  get  lion  share  business  oustduterte ,Government Policies
1,   ligtasnabalikeskwela  oustduterte ,Filipino Political News
1,   sinovaccumitadyan  galvezisanidiot  galvezinutil  galvezcorrupt  iatfidiocy  iatfinutil  oustdutertenow  oustduterte2021  oustdutertenow  oustduterte  oustdu30  wedeservebetter ,Filipino Political News
1, naman  matatag  lalo  panawagan  ligtasnabalikeskwela  pilipinas  dalawang  bansa  wala  pang  f2f  class  panawagan  gobyerno  ayusin  trabaho  pagsugpo  pandemya  oustduterte ,Filipino Political News
2, unfriend  pala  dati  qa  officer  dd  congrats  self  nagkukusa  mamumulat  oustduterte  magparehistroka ,Filipino Political News
1, grabe  super  obvious  trying  hard  c  dutz  tabunan  anuman  anomaly  senate  trying  find  obvious  obvious  po  baka  ma  lalo  kang  dumapa  nyan  natitira  mo  pang  follower  eh  bumaliktad  sayo  tskk  tskk  oustduterte ,Government Policies
1,   academicbreaknow  oustbriones  oustduterte ,Filipino Political News
1,   mark  07  tahan  oustduterte  june  2022  induterte  uli  inbbm  saya  di  ba  saka  pwedeng  pakiayos  spilling  ninyo  lintian  boray  ina  tse   ,Political stance
1, u  ph  join  shangchi  party  going  around  world  thing  happen  nowayhome  come  december  tsk  oustduterte ,Filipino Political News
2,   oo  oustduque  oustduterte  sumira  shamily ,Filipino Political News
2,   talk  hey  ignorant  asshole  mass  testing  naman  issue  mo  contact  tracing  10k  ayuda  oust  duterte  hahahahahahaha  dami  mong  magagandang  nasasabi  leni  minimum  lang  nagagawa  nya  cough  spaketchup  cough  yet  wala  kang  magandang  masabi  govt  ulol  hahahahaha ,Government Policies
2,   dutertepalpak  duterteinutil  oustduterte ,Political stance
1, meron  akong  side  rakets  like  answering  paid  survey  etc  siguro  nanggagaling  ung  81  approval  duts  magiging  70  lng  yan  kasi  andito  wahahaahhaha  chaur  oustduterte   ,Filipino Political News
2, iskolar  bayan  lumalaban  oustduterte ,Filipino Political News
1, mlaya  nga  ba  medium  noong  martial  law  talk  ed  open  public  oliver  nick  deocampo  cmc  student  sign  link  mlayangaba  martiallawcommemoration  marcosnotahero  oustduterte ,Filipino Political News
1, mlaya  nga  ba  medium  noong  martial  law  talk  ed  open  public  oliver  nick  deocampo  cmc  student  sign  link  mlayangaba  martiallawcommemoration  marcosnotahero  oustduterte ,Filipino Political News
1, mlaya  nga  ba  medium  noong  martial  law  talk  ed  open  public  oliver  nick  deocampo  cmc  student  sign  link  mlayangaba  martiallawcommemoration  marcosnotahero  oustduterte ,Filipino Political News
1, voting  vv  important  yes  also  cant  afford  wait  til  2022  bc  everyday  life  lost  fascist  state  let  join  national  democratic  mass  orgs  besties  need  oust  duterte  soon  possible   ,Election
1,   hi  bakla  oustduterte  nga  dyan  trending  yung  edited  pic  mo  baklangdds ,Filipino Political News
1, mlaya  nga  ba  medium  noong  martial  law  talk  ed  open  public  oliver  nick  deocampo  cmc  student  sign  link  mlayangaba  martiallawcommemoration  marcosnotahero  oustduterte ,Filipino Political News
2, philippine  red  cross  humanitarian  organization  prove  audit  transparency  duterte  doesnt  want  public  check  gov  salns  dutertemanyak  duterterapist  duterteyakuza  oustduterte ,Government Policies
1, robredo  always  better  dutertes  liar  dutertemanyak  duterterapist  duterteyakuza  oustduterte ,Government Policies
2,   chart  member  mahina  internet  pilipinas  umaariba  pag  stream  tangina  oust  duterte ,Political stance
1, prro  oust  duterte  kasi  wala  namang  spread  covid  good  governance  maayos  pag  resolba  covid ,Political stance
1, fully  vaxxed  please  oustduterte  ty ,Filipino Political News
1, hello  guy  emotional  kasi  kakatapos  lang  manood  video  penguin  kinakain  orca  di  deserve  yon  ba  oustduterte ,Political stance
1, end  september  venezuela  philippine  country  left  still  face  face  class  manepistasyon  gaano  kabulok  sistema  response  rehimang  duterte  pandemyang  oustduterte  ligtasnabalikeskwela ,Political stance
1, jan  oustduterte   ,Filipino Political News
2, tangina  talaga  anong  essence  nung  pagbibigay  baril  bfp  magagawa  ba  yung  baril  apoy  tanginamo  duterte  pasang  awa  law  school  amp  oustduterte  dutertepalpak ,Filipino Political News
1, narrative  po  dd  rin  dilawan  applicable  lang  taong  pinaglalaban  padin  bayan  karapatang  pantao  taong  ginagawang  excuse  neutrality  polical  apathy  privileged  cry  good  afternoon   ,President
1, never  forget  never  dilawan  2022 ,President
2,   martinac  unya  aha  lagi  153  b  nga  gitang  lang  dilawan  senator  nawala  nalang  nalang  si  pnoy  nganga  dyapon  wlay  investigation  tapos  dzai  wala  kabalo  dap  curroption  imong  pnoy   ,Government Policies
1,   never  dilawan   ,President
1, yung  dd  marcos  apologist  dilawan  laging  ibinabanat  nagpla  play  safe  lang  eh  bobo  amp  kpop  required  fandom   ,Political stance
1,   atas  nama  demokrasi  harusnya  dilawan  semua  kesewenang2an  itu  bukannya  malah  diem   ,Political stance
1, tired  dilawan  marcos  apologist  argument  bitch  use  ur  brain  vote  wisely  yung  nakatali  lang  yung  utak  mo  yan  imagine  dumb  u  tingin  mo  pagboto  color  vote  person  clean  record  bayag  pwede   ,Election
1, mindset  importante  diskarte  kesa  pag  aaral  ikukumpara  agad  dilawan  napuna  si  duterte  bulag  bulagan  ta  dd  parang  iisa  lang  kayo  hulma   ,Political stance
2,   gunggong  pala  journalist  nyo  dilawan  maka  komunista  side  nyo  lang  masama  si  marcos  gago  ayan  socmed  wala  kayong  mauto  paulit  ulit  lang  kayo  hindot  habambuhay  kayong  ganyan ,Election
1, anw  come  telling  stupidity  aquinos  bijj  grow  everyone  condemn  marcos  dilawan  pro  aquino  shit  decide  u  think  shittier   ,Election
1, often  called  dilawan  bcos  im  dd  marcos  apologist  people  cant  wrap  head  around  idea  anything  one  choice  filipino  conditioned  believe  option   ,Political stance
2,   hahaha  pinatay  daw  tatay  digong  magsama  kayo  lugaw  parehas  kayong  obob  basta  dilawan  matic  nayan  utak   ,President
1,   pag  brainwashed  dilawan  kala  masama  martial  law  si  pfem  yun  pala  napakaganda  nagawa  bansang   ,Political stance
1,   kurakot  talaga  tong  dilawan  toh   ,Election
1, tanga  lang  nag  lelabel  pumupuna  gobyerno  awtomatiko  dilawan  agad ,Political stance
1,   tanga  talaga  itong  si  aling  leni  lugaw  utak  masira  lang  si  marcos  totoo  binaboy  cory  aquino  pilipinas  binaboy  dilawan  pilipinas  itong  si  dutae  ma  lalong  binaboy  pilipinas  nakakaawang  pilipinas   ,Political stance
1, hangang  dyan  lang  dilawan   ,Political stance
1, apparently  nahati  pinas  dd  dilawan  marcos  apologist  choose  poison  ba  pwede  bansa   ,Political stance
2, im  hater  dilawan  marcos  dd  wanna  share  guy  family  make  kahirapan  taggutom  etc  without  like  make  change  without  ayuda  libreng  de  lata  depende  nga  ba  gobyerno  buhay  mo  godprovides ,Election
1, 1scambayag  amp  aksyon  democratiko  rebranded  lpigs  dilawan  neveragain  neverforget ,Filipino Political News
1,   hay  naku  bayarang  pro  marcos  apologist  paki  explain  record  holder  si  marcos  pagnanakaw  aber  hwag  nyo  sabihing  dilawan  guinness   ,Election
2,   klaro  ulol  ba  sabing  supporter  manalo  si  marcos  lang  dilawan  bobo  mo  literal   ,Political stance
1,   maling  pro  marcos  maling  dilawan   ,President
2, dami  q  friend  dd  marcos  apology  dilawan  etc  sarap  nyo  ipag  aunfriend  hahahhaha ,President
2, walangya  ayoko  lang  kay  marcos  dilawan  raw  utak  mo  tubol  talaga ,Election
2,   never  dilawan   ,President
1,   gi  buhat  ninyo  samot  ramog  di  tagaan  og  franchise  one  sided  ramo  dilawan ,President
1, sorry  profanity  ml  commemoration  mean  dilawan  ck  sucking   ,Election
1,   maganda  tahimik  buhay  pilipino  noong  marcos  humuhugot  tanders  po  natin  nasa  bagong  henerasyon  nariyan  palatandaan  sapat  lang  katotohanan  hinggil  pamana  marcos  pangkalahatan   ,Political stance
2, filipino  im  dilawan  dd  anything  stand  philippine  justice  deserved  better  future  educate  dont  fckin  tell  marcos  didnt  anything  wrong  family  living  comfortable  life   ,Election
1, halip  manatili  pag  aaral  stage  tanungin  natin  nanay  tatay  lolo  lola  natin  nabuhay  nakaranas  pandarahas  noong  bata  militar  magugulat  isasagot   ,Political stance
2,   cancel  inquirer  hawak  kayo  dilawan   ,President
1, yung  kaibigan  di  dilawan  di  rin  dd  triggered  toni  talk  issue  kase  wala  naman  daw  masama  interview  hahahahahahaa ,Government Policies
1, discus  sensitive  contentious  historical  chapter  like  marcos  era  enough  tell  damn  truth  want  set  record  straight  lumalakas  si  bbm  nasa  pagsasaliksik  stage  rin   ,Election
1,   dilawan  nagmamamalaki  tinatama  lng  yang  pinapakalat  niyong  kasinungalingan  martial  law  idolo  niyong  marcos  biktima  dto  buong  bayan  pati   ,Political stance
1,   thats  unite  make  sure  dilawan  register  guy   ,Election
2,   pinagkaiba  dd  dilawan  mahilig  manira  ibang  kandidato  ilang  dekada  pula  dilaw  problema  pilipinas   ,Political stance
1, sense  telling  truth  regarding  martial  law  regime  marcos  legacy  enough  divided  country  sense  history  going  battle  perception  really  enough  tell  damn  truth   ,Election
1, manalo  si  bongbongmarcos  ligwak  pangarap  franchise  abscbn  todo  todo  bira  ah  neveragain  dilawan ,President
1,   baka  neveragain  dilawan  yan  agree   ,Filipino Political News
1,   baon  utang  pag  nasa  dilawan   ,Political stance
1,   good  leader  good  follower  dilawan  mandaraya  magnanakaw  cory  kay  pnoy  tingin  banyagan  squatter  unti  unti  silang  nawala  kinain  maitim  budhi   ,Election
2, grabe  neveragain  dilawan  bongbongmarcos  ftw  aunt  told  comfortable  life  time  president  marcos  era  aquinos  came  parusa  bayan   ,Election
2,   dilawan  amp  mayaman  pamilya  mo  noong  martial  law   ,President
1, dati  dd  marcos  apocalypse  dilawan  lang  iiwasan  mo  dumagdag  p  cquiao  supporter ,Political stance
1, 47  year  passed  since  declaration  martial  law  country  seems  enough  u  right  tell  truth  anymore  want  set  record  straight  come  marcos  legacy  general   ,Election
1,   martiallaw  halalan2022  sana  mabalik  dilawan  basura  manila  bay  instead  dolomite  yung  estero  de  manila  mapuno  uli  basura  pasig  river  tambakan  uli  basura  sana  ibalik  niu  uli  basurang  politician  haha   ,Election
2,   never  dilawan   ,President
1, rin  alam  mararamdaman  maaawa  ba  magagalit  kasi  dami  ring  nagtatanggol  kahayupan  marcos  anong  educate  eh  tawagin  pang  npa  dilawan  basta  marcosnotahero  neveragain   ,Filipino Political News
1,   punzalan17  ma  bobo  boboto  dilawan  haha  kanda  mar  roxas  leila  delima  leni  medium  queen  haha  pas  lang  otso  derecho  zero  kakungan  haha ,Political stance
2,   deny  mo  brainwashed  dilawan ,Political stance
2, ung  dilawan  theyre  painting  marcoses  evil  tpos  ung  aquino  saint  kakasuka   ,President
1,   luisita  massacre  saka  yolanda  dilawan  malasakit  care  much  put  pocket  konsensya  lola  92yrs  old  nung  daw  marcos  ganda  ekonomiya  madisiplina  tao  sana  maibalik  bbmforpresident2022 ,President
1,   nagsalita  lang  marcoses  dilawan   ,Election
2,   manahimik  nalang  anak  dilawan   ,Political stance
1,   never  dilawan  interviehin  nyo  si  eddie  garcia  miss  martial  law  anong  naiba  wala  akong  masabi  martial  law  kasi  nabiktima  parent  buti  mababa  presyo  bilihin  libreng  nutriban  elementary  day ,Filipino Political News
2,   inggit  dilawan  maganda  si  leni  maraming  nagawa ,Political stance
1,   trueeeee  sobra  jud  marcos  wala  lugmok  kamay  dilawan ,Political stance
1, ma  gugustuhin  konang  pro  marcos  dilawan  periodt   ,Political stance
1, taena  nitong  dilawan  hahahaha  pera  labanan  putaa  mananalo  leni  hahahahahah ,Political stance
2, dunno  nakakatawa  reaction  tho  gising  pilipino  babangon  pilipinas  wakasan  kasinungalingan  supilin  dilawan   ,Political stance
1, ah  saad  enjoyable  age  lot  burden  responsibility  allah  give  courage  reward   ,Political stance
1,   kaumay  pang  magagawa  nyo  nsa  lnb  si  marcos  bukas  balik  war  drug  dolomite  nmn  kayo  president  parin  pilipinas  si  du30  di  kayo  ngsawa   ,Political stance
1,   neveragain  dilawan ,Filipino Political News
1,   haha  name  dead  husband  magagaling  silang  dilawan  30  year  silang  naghahari  ma  lalong  humirap  pilipinas  yung  korea  china  vietnam  dati  halo  manlimos  satin  nun  ngyon  nagkabaligtad  sisi   ,Political stance
1, dilawan  neveragain ,Filipino Political News
1, leni  lugaw  dilawan  talaga  lalo  naghihirap   ,Political stance
1,   talagang  grabe  pangulong  fm  pilipinas  leni  lugaw  sinimulan  nyang  paunlarin  pilipinas  inggit  kayong  dilawan  kc  wala  naman  kayong  nagawa  puro  corruption  lang  wala   ,Political stance
1, puro  ra  marcos  akong  fyp  ba  aw  sudpod  og  mubuto  pamo  anang  dilawan  hahahahah ,Political stance
1,   marcos  rin  madaming  nagawa  bayan  martial  law  nagdeklara  isawata  kumonista  n  kasama  ninoy  aquino  fm  diktador  kaung  dilawan  diktador  nagkontrol  biased  medium  bbm  sarah  du30  2022 ,President
1,   pinakabobong  fake  vp  pilipinas  dilawan  talaga  tanga  lang  talaga   ,Political stance
1, bam  aquino  nyo  triggered  haha  dilawan   ,Political stance
1,   never  dilawan  born  1970  mom  health  worker  assigned  health  center  davao  region  still  vividly  remember  national  government  abundanty  provided  supply  medicine  lgus   ,Government Policies
1,   lapit  zombie  daming  drug  addict  dilawan   ,President
1, dd  dilawan  marcos  debate  kid  kid  ba  naitulong  mo  sagot  di  matalinong  argumento  notmypresident  martiallaw ,Political stance
1,   neveragaintodilawan  yan  wala  namang  masama  nangyare  eh  masama  nagpagamit  ginamit  dilawan  kababayan  natin  estudyanteng  inosente  nilason  isip  dilawan ,Political stance
1, far  remember  ginamit  yang  neveragain  neverforget  tag  commemorate  yolanda  victim  failure  aquino  admin  2016  election  wala  ba  maisip  dilawan   ,President
1,   neveragain  dilawan   ,Filipino Political News
2, doble  kayod  hinayupak  dilawan  isng  malaking  threat  pagbabalik  bbm  bbmforpresident2022  bbm2022  bbmillennials  bbmfor2022  bbm  bbmforpresident ,President
1,   kasi  horoscope  today  wag  magpapauto  kabastosan  dilawan  mamalasin  lenipalpak  ibalikangmgamarcos ,Filipino Political News
1,   dilawan  ma  ok  compare  dati  e  mulat  mata  mawawala  makapag  tanggal  korapsyon  pilipinas  atleast  malaking  pagbabago  bansa   ,Political stance
2,   sige  lang  ikulam  mo  dilawan   ,Political stance
2,   wag  palang  iiyak  paiyak  neveragaintodilawan  neveragain  dilawan ,Filipino Political News
2, yan  ba  pinagmamalaki  nyong  kga  dilawan   ,Political stance
2,   neveragain  hypocrisy  neveragain  dilawan  g  mapanlinlang  bayan  neveragain  dilawang  komunista  salot  bayan  never   ,Filipino Political News
1, halo  pilipino  gising  katotohanan  hwag  ulit  magpaloko  magpauto  never  dilawan  im  foremer  anti  marcos  gising  katotohanan  salamat  lolo  lola  tito  tita  nabuhay  panahong  yun ,President
2,   sinasabi  lang  nya  magmalaki  kayo  yung  idolo  nyong  dilawan  eh  pumatay  get  mo  babaw  agrument  mo   ,President
1,   naman  yung  mendiola  massacre  bat  niyo  magawan  balita  nang  yari  dun  sabagay  nga  palang  dilawan   ,Political stance
1,   tapos  panahun  dilawan  marcos  returned  palace  hinde  palilinlang ,President
1,   pagkaka  eh  puro  bias  yung  nag  babalita  puro  alagad  dilawan  eh  yung  nang  yari  nga  mendiola  massacre  magawan  balita  eh  tapos  sasabihin  mag  basa  history  book  malaman  yung  katotohanan ,Election
2,   tama  pambababoy  medium  cppa  npa  dilawan  tao  ilabas  totoo ,Filipino Political News
2, gamit  gamit  ngayun  fb  kabobohan  dilawan   ,Political stance
1, thing  called  hero  u  r  politician  abt  dilawan  dd  pro  marcos  neveragain ,Election
1,   makata  00  ayun  tanga  nung  dilawan  topic  biglang  wala  maalala   ,Political stance
1,   17  eh  yung  power  power  1986  yun  narrative  niyo  dilawan  bobo   ,Election
2,   never  totoo  yan  never  mapanlinlang  dilawan  mo  hayaang  magpasya  taong  bayan  galit  diktadurya  lumalabas  diktador  kayo  nagpapahalata  triggered  kayo  threatened  kayo   ,Political stance
1,   juiceko  cgurado  bka  nkalimutan  mo  lhat  dilawan  senado  ayun  flash  inidoro  bka  mo  rin  sumama  frend  mo ,Political stance
1, relative  evenly  split  dilawan  dd  marcos  youll  want  avoid  interaction  unless  offer  something  thoroughly  convincing  acknowledge  view  id  rather  alone  come  matter  political  philosophy   ,Election
2,   takot  martial  law  siguro  tataliwas  gobyerno  never  sainyong  dilawan  bbmforpresident2022 ,President
1,   neveragain  dilawan   ,Filipino Political News
1,   correct  look  dilawan  pinag  loloko  aquino ,President
1,   marcos  v  aquino  dd  v  dilawan  philippine  government  v  cpp  npa  cojuangco  family  hacienda  luisita  v  farm  worker  beneficiary  toni  v  bianca   ,Government Policies
2,   utak  dilawan  ba  ambag  nyo ,Political stance
1,   ulit  ulit  nalang  yung  martial  law  bat  kayo  mag  post  nang  yari  mendiola  massacre  mapag  hahalataan  diehard  dilawan  yellow  woke  siyempre  niyo  yun  kasi  tingin  niyo  dilawan  diyos  hahaahahahahaha ,Political stance
1, wakasan  natin  naratibong  dilawan  v  marcoses  yung  politikong  nagligtas  masa   ,Election
1,   true  sayang  dawa  palpak  dilawan  move  see  mapalitan  forever  lp ,Political stance
1, nakakapag  pahinga  nanaman  dilawan  kumakalat  news  marcoses  hahahaha  magkano  ba  papabayad  basta  hundred  million  dollar ,Election
1, pag  binigyan  mo  relevant  source  sasabihan  dilawan  wala  lang  sainyo  yung  namatay  martial  law  neveragain  corrupt  mamamatay  tao   ,Filipino Political News
1, rin  naman  kakampihan  dilawan  kasi  ba  naman  nga  kilala ,Political stance
1,   mo  nabasa  libro  hahaha  kalokohan  kayo  sobrang  bango  nga  ninoy  librong  pinagawa  dilawan   ,Political stance
1, bobo  mara  part  porket  marcos  apologist  eh  nagconclude  siyang  akoy  dilawan  bobomo  ayaw  kita  kainuman   ,Political stance
2, oo  basag  eh  kayo  dilawan   ,President
2,   tang  ina  mo  dilawan  nga  bumabaliktad  kasaysayang  pinas   ,Political stance
2,   neverforget  neveragain  doesnt  mean  iboboto  dilawan   ,Election
2,   neveragain  dilawan   ,Filipino Political News
1,   banez  ma  dilawan ,Political stance
1, asking  take  offense  progress  starting  little  way  sad  coming  yan  best  friend  galit  galit  dilawan  might  refer  siguro  cause  critical  govt   ,Political stance
1,   dilawan  never ,Political stance
1,   dilawan  never ,Political stance
2,   never  dilawan   ,President
1,   ph  interview  toni  kay  bbm  nabasag  narrative  dilawan  nawindang  silang  pati  wokes   ,Government Policies
