tweets,score
di porket ayaw kay marcos eh dilawan na ano hahaha punyeta talaga mag-isip,1
"ganun pa rin ba ka-dense mga tao to think na basta kontra-marcos o kontra-du30, dilawan na agad?  really? in 2021? We still have that binary mindset here?",1
@quency_martinaC @MisterRed1976 @inquirerdotnet the DILAWAN LOSERS .,1
Wtf my classmate said that i'm a dilawan just because i hate marcos like the   DAFUCK,1
Its not in the face actually its from your katangahan DILAWAN  sana maka boto ka ng tamang TAO kasi puro pa bulok na tayo. Dahil sa mga idolo mong nag hamak ng ating katayuan. Yellow tards yan. Boba,2
"@bamaquino Pilit niyo mang pilipitin at harangin, lalabas at lalabas ang katotohanan na kayo ang mga sinungaling... Mulat na ang taumbayan sa katotohanan, alam na ang mga kasinungalingan at panlilinlang ninyo sa loob ng 35 taon. Desperado na lang kayong Kultong Dilawan, manigas kayo",2
"""Hindi niyo na kami maloloko, mga Dilawan!"" pero nagpapaloko kina Marcos at Duterte! Galeng!",1
"Can you also file an APPEAL for  the DILAWAN'S who' s actually DRAG us down into the deepest pit for there CORRUPTION AND PERSONAL INTEREST. Better review your history and gossips that you've learn, you may know nothing. Kaya tayo NABUBULOK pa din dahil sa mga taong katulad Mo",2
"#NeverForget Marcos is a Diversionary Tactic at PANAKIP-BUTAS ng mga Dilawan sa kanilang mga sariling kapalpakan, korapsyon at kasinungalungan.  It's why they're always BACKWARD &amp; never FORWARD.",2
@quency_martinaC @MisterRed1976 @inquirerdotnet Yours DILAWAN SENATORS ARE LOSERS ! Impeach ninyo taman ra diay mo sa kahambugan.,2
@Dwarrior_granny Kaya lang naman nanalo yang si Leni kasi may nagawang pandaraya Ang kanyang mga alipores sa pangunguna ng mga dilawan.,2
@iamsuperbianca Never ever again to dilawan!,2
"BULAG KA SA KATOTOHANAN, BUBULAGIN KA SA IYONG PRINSIPYO DI MO ALAM PINAGSASABI MO. MABULOK KASAMA NG MGA DILAWAN, ALAM NATING KATOTOHANAN PALAGI ANG MANANAIG.",2
@iamsuperbianca @realrhen Alam mo Ms. Bianca? Namulat na Kaming mga kabataan. Puro kasinungalingan Lang pala lahat nong umupo ang mga Aquino. Kaya #NEVERAGAIN DILAWAN,2
@chiqui_salvador @Etnad08972903 @inquirerdotnet San mo to nabasa? For sure sa mga libro na manipulated ng mga Aquino. Walang naniniwala na dito kung dito yung mga dilawan. Bilis mo naman maniwala kay nabilog yang utak mong dilaw.,2
"People of the Philippines were been influenced and MANIPULATED. By the LEADER of NPA COMMUNIST FOUNDER - BENIGNO S. AQUINO, and now DILAWAN were instated in the Gov't for many YEARS and still NABUBULOK pa din tayo . DO YOU REALLY WANT TO ELECT THEM??  by putting ISSUES???",2
"@nicephoebetiara @MAXICOY1 Bawal ang dilawan, pisot parepareho lng sila iisa ang kulay kulay kurakot #BOYCOTTMZETxAPTxGMA197",1
"@quency_martinaC @MisterRed1976 @inquirerdotnet SUSSSSS Lamlam ,drama ganina ninyo immunity power karon nasad kay kaalyado mga LOSERS pag puyo mo oip wala lang dyod moy proof, igna inyong Dilawan senators dira tarungon pod.",2
Putangina nagsibabaan ang mga CPP NPA para lng magrally mga ugok mag move on na kayo kaya di naasenso pilipinas sa mga taong katulad nyo naway magka covid kayo lahat at magsimatay sama mo na ABS CBN dilawan channel!!,2
"Broto: ""yu, pas kamu mau pergi ibu dateng itu tuh pertanda dr Tuhan yu"" Ayu: ""Tuhan kamu bilang? Kamu ngentot sama Anya kamu inget ga sama Tuhan?""  Terpental kan lo broto Ayu dilawan akakakak.",2
@quency_martinaC @inquirerdotnet oy the 153 B philhealth and Dap where na you. NGA nga dyod na inyong Dilawan senator anang 153 B philhealth corruption.,1
@IpAz842uL @chiqui_salvador @inquirerdotnet True!  What happened to the country after marcos? Nasadlak sa dusa. Ngayun may prrd na may tunay na malasakit at pagmamahal sa bayan.. Wala sila ginagawa kundi pilit pabagsakin! DI NA PAUUTO SA DILAWAN!,2
"#NeverForget #NeverAgain Tax Evasion, Yolanda Funds, SAF44, Hacienda Luicita Massacre, Mamasopano Massacre, Laglag Bala, Hostage Taking. Etc.. No to Dilawan.ðŸ™…ðŸ»â€â™‚ï¸â€¼ï¸",2
"@ilsamqueen karena relasi kuasa si jadi gabisa dilawan walopun emang udah guedeg setengah mati tapi ada anggapan bahwa ""ehh harus sopan sama orang tua :)""",1
"ang narrative po na ""hindi ako dds, hindi rin dilawan"" ay applicable lang sa mga taong pinaglalaban padin ang bayan at ang karapatang pantao. Hindi sa mga taong ginagawang excuse ang ""neutrality"" para sa kanilang polical apathy at mga privileged cries. good afternoon.",2
Never Forget but Never to Dilawan this 2022,1
@quency_martinaC @inquirerdotnet UNYA AHA LAGI ANG 153 B NGA GITANG AN LANG SA INYONG DILAWAN SENATORS NAWALA NALANG NALANG SI PNOY NGANGA DYAPON WLAY INVESTIGATION TAPOS DZAI WALA KA KABALO SA DAP CURROPTION SA IMONG PNOY.,2
@robertmarion Never again sa dilawanðŸ˜‚ðŸ’›ðŸ’›,1
"Yung mga DDS, Marcos Apologist or Dilawan laging ang ibinabanat nila - ""Nagpla-play safe ka lang eh""   bobo amp, ano to kpop required may fandom????",1
"@detikcom Atas nama demokrasi harusnya dilawan semua kesewenang2an itu, bukannya malah diem.",1
"@JohnieTwit @SeruniPuspaAlam Yg pasti pemahaman di luar nalar itu seperti pameo yg hrs diturut tanpa merunut, klw dilawan dosa, blm lagi hrs berhadapan dgn pembela militan yg  fanatik buta",2
"@Debonai89539265 @inquirerdotnet tapos? Asa may kaso na dilawan ang mi limas, mahuman naman lamang imong idol nga bati ug nawung....abir? Kinsa kahay naglimas noh murag pila naman katuig imong idol? 2019 kinsa pres ana yot? Basin si Rizal mi limas? Kulto",2
"Tired of dilawan and marcos apologist argument. ðŸ˜ª bitch why not use ur brain and vote wisely hindi yung nakatali lang yung utak mo sa mga yan, imagine how dumb u are kung tingin mo sa pagboto ay by color. ðŸ˜ª Vote for those person na with clean records at may bayag pwede?",2
"Mindset na Importante Diskarte kesa pag-aaral? ikukumpara agad sa dilawan kapag napuna si Duterte, bulag-bulagan tas DDS? Ano na? Bakit parang iisa lang kayo ng hulma?",2
"@News5PH Gunggong din pala ang journalist nyo @News5PH ,dilawan at maka komunista pa, sa side nyo lang masama si marcos, mga gago, ayan ang socmed, kaya wala na kayong mauto. Paulit ulit na lang kayo mga hindot, habambuhay na kayong ganyan",2
"anw do not come to me telling me the stupidity of Aquinos, bijj grow up! Not everyone who condemn Marcos is ""dilawan or pro-Aquino"" they are BOTH SHITS (decide who do u think is the shittier!!)",2
I am often called a dilawan just bcos I'm not a DDS or a Marcos Apologist. People can't wrap their heads around the idea that we can be anything other than one of only these 'choices'. Filipinos have been conditioned to believe there are no other options. :(,2
@heartofemmaus Hahaha Pinatay daw Ng Tatay Digong!!! Magsama kayo ni Lugaw parehas kayong Obob!!! Basta Dilawan matic Nayan walang Utak ðŸ‘ŠðŸ‘ŠðŸ‘ŠðŸ‘Š,1
"""Maganda at tahimik ang buhay ng Pilipino noong panahon ni Marcos.""  Dahil sa kabiguan ng Bagong Demokrasya na tuparin ang pangako ng EDSA na pagtatayo ng bagong kaayusang panlipunan, marami ang umaasa sa Marcos golden era. Kakapit sila sa panaginip dahil sadlak sa hirap.",2
"@_jadelar everytime i go to the comments section of a fb post its full of â€œdilawan, delawan, aquinoâ€ even though nobody mentions them shsjdjjsdkjd",1
"@smninews Dahil sa pag brainwashed ng DILAWAN... Kala ko masama ang MARTIAL LAW at si PFEM. Yun pala, napakaganda ang nagawa niya sa bansang ito.",1
"""Maganda at tahimik ang buhay ng Pilipino noong panahon ni Marcos.""  Ang mga ganitong hugot ay nagmula sa pagkadismaya ng marami sa kabiguan ng Bagong Demokrasya na tuparin ang mga pangako ng EDSA Uno na bagong kaayusang panlipunan kaya umaasa sa Marcos golden era.",2
@manilabulletin Kurakot talaga tong mga dilawan na toh!,1
tanga lang ang nag-lelabel sa mga pumupuna sa gobyerno na awtomatiko ay dilawan na agad,1
@Ursia_I bpi dilawan.. gini2 kerja saya kan tepat &amp; teliti,1
"@gmanews Tanga talaga itong si Aling Leni. Naging lugaw na ang utak. Gagawin ang lahat masira lang si Marcos.  Ang totoo, binaboy ni Cory Aquino ang Pilipinas. Binaboy ng Dilawan ang Pilipinas.  At itong si Dutae, mas lalong binaboy ang Pilipinas...  Nakakaawang Pilipinas...",2
Hangang dyan na lang ang mga dilawan.  https://t.co/c4WM4ZTX86,1
"So apparently, nahati na sa tatlo ang Pinas?  DDS Dilawan Marcos Apologists?  Choose your poison. Hindi ba pwede na para sa bansa?",2
"I'M NO HATER OF DILAWAN OR MARCOS OR DDS  JUST WANNA SHARE WITH YOU GUYS,  MY FAMILY CAN MAKE OURSELVES OUT OF KAHIRAPAN, TAGGUTOM, ETC WITHOUT THEM.  LIKE, I CAN MAKE CHANGES MYSELF WITHOUT THEIR AYUDA OR LIBRENG DE LATA.  DEPENDE NGA BA SA GOBYERNO ANG BUHAY MO?  #GODPROVIDES",2
1ScamBayag &amp; Aksyon Democratiko  rebranded ng LPigs (Dilawan) #NeverAgain  #NeverForget,1
"@andrnsya urwell..  setuju sih yg lbih susah dilawan itu 'something else' in us, especially buat aku 'ngelawan' rasa malas hahah. jadi aku berusaha menerapkan batasan ke diri sendiri, kaya..   ""udah yaa, malasnya smpe di sini dulu..""  ""udah ahh marahnya, mau senengÂ² dulu.."" --",1
"@francorulloda @AltABSCBN Why only 2 sides? Nakakalimutan mo, di lang dilawan at pro-marcos ang bansa. Pls upgrade your lenses",1
"@inquirerdotnet Hay naku sa mga bayarang pro-Marcos at apologists, paki-explain paano naging record holder si Marcos sa pagnanakaw, aber? H'wag nyo sabihing, dilawan ang Guinness? ðŸ¤£ðŸ¤£ðŸ¤£ https://t.co/rKisvQxVr3  https://t.co/08y6Dq45BQ",2
"@mr_klaro @PhilippineStar Ulol! Sino ba may sabing supporter ako ? Kahit hindi manalo si Marcos ,huwag lang mga Dilawan. Bobo mo literal ðŸ¤§ðŸ¤¦â€â™€ï¸",2
@CBFlorenz Maling maging Pro Marcos pero hindi maling maging DILAWAN?,1
"@ibn_maheer ðŸ˜„mantri sunat dilawan, kabur lahðŸ˜„ðŸ˜„",1
@Momo_taro69 Anak kesayangan miyoyo jngn dilawan,1
"""Maganda at tahimik ang buhay ng Pilipino noong panahon ni Marcos.""  Ang mga ganitong hugot ay nagmula sa kabiguan ng unang pag-aalsa sa EDSA na tuparin ang pangakong pagtatayo ng bagong kaayusang panlipunan kaya parang ninanais na ng mayorya na maibalik ang panahon ni Marcos.",2
"dami q friend na dds, marcos apologies, dilawan etc,,, sarap nyo ipag aunfriend HAHAHHAHA",1
Walangya to ayoko lang kay marcos dilawan na raw ako. Utak mo may tubol talaga,1
@varsitarianust NEVER AGAIN DILAWAN. ðŸ¤®,1
@ABSCBNNews Sa gi buhat ninyo samot ramog di tagaan og franchise one sided ramo sa mga dilawan,1
"Sorry for the profanity, pero ML commemoration does not mean dilawan d*ck sucking.",1
"""Maganda at tahimik ang buhay ng Pilipino noong panahon ni Marcos.""  Saan kaya humuhugot ang mga tanders po natin at maging ang mga nasa bagong henerasyon? Nariyan na ang palatandaan na hindi sapat ang sabihin lang ang ""katotohanan"" hinggil sa pamana ni Marcos sa pangkalahatan!",2
"I AM A FILIPINO, IM NOT DILAWAN, DDS OR ANYTHING.  I STAND FOR THE PHILIPPINES! FOR THE JUSTICE WE DESERVED AND FOR A BETTER FUTURE!! EDUCATE YOURSELF AND DON'T FCKIN TELL ME THAT MARCOS DIDN'T DO ANYTHING WRONG JUST BECAUSE YOU AND YOUR FAMILY ARE LIVING A COMFORTABLE LIFE NOW!",2
"Sa halip na manatili sa pag-aaral stage, tanungin natin ang mga nanay, tatay, lolo, at lola natin na nabuhay at hindi nakaranas ng pandarahas noong panahon ng batas militar. Magugulat tayo sa isasagot nila.",2
"Hindi talaga sapat na sabihin lang ang ""katotohanan"" hinggil sa batas-militar ng gobyernong Marcos. Sa halip na manatili sa pag-aaral stage, alamin natin ang dahilan ng mistulang paghahangad ng mayorya para sa pagbabalik ng pamumuno at pamamahalang tatak-Marcos.",2
@inquirerdotnet Cancel Inquirer! Hawak din kayo ng dilawan.,1
Yung kaibigan kong di Dilawan pero di rin DDS. Pero triggered sa Toni Talks issue kase wala naman daw masama don sa interview HAHAHAHAHAHAA,1
"When we discuss a sensitive and contentious historical chapter like the Marcos era, it is not enough to just tell the damn truth if we want to set the records straight. Habang lumalakas si BBM, nasa pagsasaliksik stage pa rin tayo!",2
"@mikee020202 @LeaMoulic @iamsuperbianca Hindi ako dilawan at hindi ako nagmamamalaki. Tinatama lng yang mga pinapakalat niyong kasinungalingan tungkol sa martial law at mga idolo niyong mga marcos. Biktima dto buong bayan, pati ikaw.",2
@inquirerdotnet thats why we should unite and make sure no more dilawan. register na guys.  https://t.co/23kYTee6KB,1
@oslecjunior Walang pinagkaiba ang DDS sa DILAWANâ€¦mahilig manira ng ibang kandidato. Kaya ilang dekada ng PULA at DILAW ang PROBLEMA NG PILIPINAS.,1
"What is the sense of telling truth regarding the martial law regime and the Marcos legacy when it is not enough? As a divided country, our sense of history is going to a battle against our perceptions so it's not really enough to just tell the damn truth!",2
Kapag manalo si #BongBongMarcos ligwak ang pangarap na franchise ng #ABSCBN  Todo todo ang bira ah! #NeverAgain sa Dilawan,2
"@ailuohua aku suka banget waktu adegan toge ngejauhin yuuta karena masalah di party itu. itu keren banget karena ""wah, toge seorang omega bisa sekeren ini"" dia ga takut sama alpha kaya gimanapun, bahkan alpha yg punya pengaruh kaya yuuta aja sama toge dilawan. tapi yang paling aku suka itu",2
"@bamaquino Baka #NeverAgain sa mga dilawan, yan agree ako!",1
@oslecjunior A good leader is A good follower.. Pero ang mga dilawan ay mandaraya at magnanakaw.. mula sa panahon ni Cory hanggang kay Pnoy ang tingin ng mga banyagan sa atin ay Squatters.. Kaya unti-unti silang nawala dahil kinain na sila ng kanilang maitim na budhi..,2
"Grabe!!! #NeverAgain sa DILAWAN!  #BongBongMarcos ftw  May aunt told me how comfortable their lives were during the time of President Marcos. Then the era of the Aquinos came, parusa sa bayan!",2
@inquirerdotnet @ddshitstf @risahontiveros dilawan ka amp. MAYAMAN ang pamilya mo noong panahon ng Martial Law.,1
"dati dds, marcos apocalypse, at dilawan lang iiwasan mo, ngayon dumagdag pa p*cquiao supporters",1
"47 years have passed since the declaration of martial law in this country. But it seems that it's not enough for us right now, to tell the truth anymore if we want to set the records straight when it comes to the Marcos legacy in general.",2
#MartialLaw #Halalan2022  Sana mabalik na mga dilawan para may basura sa Manila bay instead of dolomite. Yung estero de Manila mapuno uli ng basura at ang Pasig river maging tambakan uli ng basura. Sana ibalik niu uli ang mga basurang Politicians. Haha.  https://t.co/2LnaA8cgB5,2
@inquirerdotnet it's a good riddance for us leaving Catholic church because the kids in our family ask why do they have to do this kind of act when they r serving God. Then one of the elder kids told they r like communist and they don't wanna go back to the church.,2
@bamaquino NEVER AGAIN TO DILAWAN ðŸ’…,1
@Politiko_Ph @agot_isidro agree kami kay agot kaya nga hindi si leni iboboto namin hahaha parang lahat ng sinabi ni agot patama kay leni at sa mga dilawan hahaha,1
@seph_punzalan17 @inquirerdotnet Mas BoBo kung boboto sa mga dilawan haha sino Kanda mar Roxas Leila delima at Leni media queen haha pass na Lang otso derecho zero sa kakungan haha,2
@haruymasta @inquirerdotnet Deny mo pa. Brainwashed ka ng dilawan,1
"Ung mga dilawan, they're painting the Marcoses as evils, tpos ung mga Aquino ay saints.   Kakasuka!",1
"@mypecker009 Luisita massacre at saka yolanda.Dilawan, walang malasakit sa kapwa.They only care how much they put in their pocket. Mga walang konsensya. Sabi ng lola ko 92yrs old nung panahon daw ni Marcos, ang ganda ng ekonomiya at madisiplina mga tao. Sana maibalik pa.#BBMFORPRESIDENT2022",2
"@JaromeAviles @inquirerdotnet nagsalita lang ako against Marcoses, Dilawan naðŸ˜",1
@tayworl @PhilippineStar Manahimik ka nalang anak ng mga dilawan.  https://t.co/nvUTEgFahT,1
"@iamsuperbianca Never again sa dilawan...interviehin nyo si Eddie Garcia miss @iamsuperbianca about martial law..anong naiba noon at sa ngayon? Wala akong masabi sa martial law kasi hindi nabiktima parents ko,buti pa noon mababa presyo ng bilihin  may libreng nutriban during elementary days ko",2
@NiloRamos17 @cnnphilippines HINDI INGGIT ANG DILAWAN DAHIL MAGANDA SI LENI AT MARAMING NAGAWA,1
"@mybraintells @ABSCBNNews Trueeeee sobra jud, after the marcos, wala na lugmok sa kamay ng mga dilawan",1
Mas gugustuhin konang maging pro marcos kaysa maging dilawan.  PeriodtðŸ’….,1
taena nitong mga dilawan hahahaha pera labanan putaa d ka mananalo LENI hahahahahah,1
Dilawan siya ihðŸ¥°ðŸ˜‚,1
I dunno kung ano nakakatawa but the reactions tho!  GISING NA ANG PILIPINO! BABANGON NA ANG PILIPINAS! WAKASAN NA ANG KASINUNGALINGAN! SUPILIN ANG DILAWAN!!!  https://t.co/fxkF7Tw9g6,2
@ajejejessa mas bet ko nalang maging dilawan,1
Ah Saad in this enjoyable age you have had a lot of burden of responsibilities. May Allah! give you more and more courage and reward of this #ÛŒÙˆÙ…_ÙˆÙ„Ø§Ø¯Øª_Ø§Ù…ÛŒØ±Ù…Ø­ØªØ±  #Ù„Ø¨ÛŒÚ©_Ù¾Ø±Ù…ÙˆØ´Ù†,1
@ABSCBNNews Kaumay ano pang magagawa nyo nsa LNB na si Marcos? Bukas balik war on drugs at Dolomite na nmn kayo at President parin ng Pilipinas si DU30. di na kayo ngsawa.,1
@bamaquino #NeverAgain Dilawan,1
Me after applying Snapchat filterðŸ˜‚  https://t.co/Ovnl2BFDz7,1
"@JawoMarquina @inquirerdotnet Haha in the name of ""my dead husband"" ðŸ¤£  kung magagaling silang dilawan, 30 years na silang naghahari, bakit mas lalong humirap ang Pilipinas? Yung Korea, China at Vietnam, dati halos manlimos satin nun pero bakit ngyon nagkabaligtad? Sisi pa more ðŸ¤£ðŸ¤£ðŸ¤£",2
Mga comment sa mga Dilawan page made my day ðŸ¤£,1
To DILAWAN #NeverAgain,1
Leni lugaw! No to dilawan talaga!!! Lalo tayo naghihirap!,1
"@cnnphilippines Talagang grabe ang ginawa ni pangulong FM sa Pilipinas leni lugaw,   sinimulan nyang paunlarin ang Pilipinas kaya inggit kayong mga dilawan kc wala naman kayong nagawa puro corruption lang wala na.",2
"puro ra marcos akong fyp ba, aw sudpod og mubuto pamo anang dilawan hahahahah",1
@News5PH Marcos pa rin madaming nagawa at ginawa sa bayan. Martial law nagdeklara para isawata ang mga kumonista n kasama ni ninoy aquino. FM hindi diktador kaung mga Dilawan ang diktador na nagkontrol ng mga biased media. ðŸ‘ŠðŸ‘ŠðŸ‘ŠBBM /Sarah Du30 2022,2
@News5PH Ang pinakabobong fake VP sa pilipinas. Dilawan talaga. Tanga lang talaga @lenirobredo,1
Bam aquino nyo triggered haha no to Dilawan!!!,1
"@mypecker009 I was not, and I will NEVER be a dilawan... I was born in 1970, my mom was a health worker assigned in a health center in Davao Region. I can still vividly remember how the national government abundanty provided supplies and medicines to the LGUs.",1
@Zibadzz Lapit ma ma zombie sa daming drug addict sa panahon ng mga dilawan..,1
DDS - DILAWAN - MARCOS Debate ng mga Kids.  Kids - ikaw ano ba naitulong mo na?  Mga sagot ng di kaya sa matalinong argumento.   #NotMyPresident #MartialLaw,1
"The dilawan position is the lesser tragedy between the two, and one which is more liberal thus more amenable to my taste.",2
"#NeverAgaintoDilawan Yan dapat. Wala namang masama sa nangyare eh Ang masama nagpagamit/ginamit Ng mga dilawan Ang mga kababayan natin, mga estudyanteng inosente na nilason Ang isip ng mga dilawan",2
"As far as I remember, ginamit yang #NeverAgain at #NeverForget tags to commemorate the Yolanda Victims and other failures ng Aquino Admin during 2016 Election. Wala na ba maisip mga Dilawan? ðŸ¤”",2
#NeverAgain sa dilawan  https://t.co/9ewJSd6Ifs,1
Doble kayod ang mga hinayupak na dilawan. Isng malaking threat ang pagbabalik ni BBM! #BBMFORPRESIDENT2022  #BBM2022  #BBMillennials  #BBMFOR2022  #BBM  #BBMFORPRESIDENT,2
@AlisonPereiraPH Sabi kasi ng horoscope ko for today. Wag magpapauto sa kabastosan ng mga Dilawan dahil mamalasin ako! #LeniPalpak #IbalikAngMgaMarcos,2
@robertmarion Not to dilawan again!!!!mas ok ngayon compare dati!e mulat ang mata!d mawawala at walang makapag tanggal ng korapsyon sa Pilipinas!atleast may malaking pagbabago ang bansa ngayon.,2
@YesYesYo13 Sige lang @RaqiTerra ikulam mo lahat ng mga Dilawan!,1
"If you think that the anti-marcoses and anti-dutertes are pro liberal (or dilawan kung tawagin nila) well no, there's this thing called pro nationalism, which is you're critical even in the past administration ðŸ¥´",2
"@bamaquino 'wag ka palang iiyak, paiyak ka na ay #NeverAgaintoDilawan  #NeverAgain sa dilawan",1
Yan ba ang pinagmamalaki nyong kga dilawan ?  https://t.co/MwRE82Oqti,1
I am not a Marcoses'  Not a Dilawan  I am nobody's politician I am for the Philippines,1
@cesdrilon #NEVERAGAIN to hypocrisy! #NEVERAGAIN sa mga DILAWAN g mapanlinlang sa bayan! #NEVERAGAIN sa mga DILAWANG KOMUNISTA na salot bayan!!!!NEVER AGAIN!!!!!!!,1
"Halos lahat ng Pilipino ay gising na sa katotohanan, kaya hwag na tayo ulit magpaloko at magpauto pa. Never again to Dilawan. I'm a foremer anti-Marcos pero ngayon gising na ko sa katotohanan  salamat sa mga lolo at lola tito at tita na nabuhay sa Panahong yun",2
"@mikee020202 @3Jauncey @iamsuperbianca @NashNacion Ako po ba ang sinasabi nyong dilawan? Ano po ang dilawan? Kung ako po yun, ano po yung hindi ko maalala? Paki eksplika po. Salamat.",2
@wilderchildinp1 @LeaMoulic @iamsuperbianca Ang sinasabi lang nya magmalaki kayo kung yung mga idolo nyong dilawan eh hindi pumatay! Gets mo? Ang babaw ng agrument mo.,2
@bamaquino Paano naman yung sa mendiola massacre? bat hindi niyo magawan ng balita kung ano nang yari dun sabagay isa ka nga palang dilawan  https://t.co/PHvbTpPLyV,2
@bamaquino Tapos na ang panahun ng mga dilawan this is the marcos returned in the palace hinde na kami palilinlang,2
@lexyule @BasilReyes12 @ColmenaresPH Ano pagkaka iba eh puro bias yung lahat ng nag babalita ngayon puro alagad ng dilawan eh yung nang yari nga sa mendiola massacre hindi nila magawan ng balita eh tapos sasabihin mag basa ng history book para malaman yung katotohanan,2
@inquirerdotnet TAMA NA ANG PAMBABABOY NG MEDIA AT MGA CPPA.NPA DILAWAN SA MGA TAO!!!? ILABAS ANG TOTOO,1
Gamit Na Gamit Ngayun To Sa FB.. Sa Mga Kabobohan Ng DilawanðŸ˜‚ðŸ˜‚ðŸ˜‚  https://t.co/gPc7I5U8zi,1
Cwek lg period dilawan ðŸ¥µ,1
There is no such thing as being called Hero if u r a politician and its not abt being a dilawan or dds or pro-marcos.  #NeverAgain,2
@ang_makata_00 @3Jauncey @iamsuperbianca @NashNacion Ayun naging tanga na nung dilawan na ang topic. Ano biglang wala ka ng maalala?,1
@JeneueW @rpbs_17 @PerlitaBongalb2 @gmanews Eh bakit yung Power Power 1986 yun pa din narrative niyo? Dilawan bobo.,1
"@iamsuperbianca NEVER AGAIN!!!!totoo Yan NEVER AGAIN na sa mga mapanlinlang dilawan na tulad MO na Hindi hayaang magpasya ang taong-bayan! Galit sa diktadurya pero sino ngayon ang lumalabas na mga diktador??? Masyado kayo nagpapahalata na triggered kayo, threatened kayo!!!!",2
@_juiceko cgurado ka bka nkalimutan mo lhat ng dilawan sa senado ayun na flash sa inidoro bka gusto mo rin sumama sa frend mo,1
"When your relatives are evenly split between dilawan and dds/marcos, you'll just want to avoid interaction with them, unless they offer you something thoroughly convincing to acknowledge their views. I'd rather be alone when it comes to matters of political philosophy.ðŸ¤¦",2
@bamaquino Takot ka sa martial law isa ka siguro sa tataliwas sa GOBYERNO NEVER AGAIN SAINYONG DILAWAN!!! #BBMFORPRESIDENT2022,1
#NeverAgain sa Dilawan ðŸ’ª,1
I'm not a dds nor dilawan. I only don't support bad governance :),1
@iskonglasalista Correct look at dilawan pinag loloko tayo ng mga Aquino,1
@bamaquino Marcos vs Aquino DDS vs Dilawan Philippine Government vs CPP-NPA Cojuangco family (Hacienda Luisita) vs Farm worker beneficiaries Toni vs Bianca ðŸ˜‚,1
how does hating the marcoses make u a 'dilawan'??i dont understand someone enlighten me:/,1
@inquirerdotnet UTAK DILAWAN! ANO BA AMBAG NYO,1
@UST1611official pa ulit ulit nalang yung tungkol sa martial law bat hindi kaya kayo mag post kung ano nang yari sa mendiola massacre mapag hahalataan na diehard dilawan at yellow woke siyempre hindi niyo gagawin yun kasi tingin niyo sa mga dilawan isang diyos HAHAAHAHAHAHAHA,2
Wakasan natin ang naratibong dilawan vs marcoses o yung pagkakaroon ng politikong nagligtas sa masa.,2
@iggymanzanow True sayang dawa kami sa palpak ng dilawan we move to see mapalitan forever Ang LP,1
Nakakapag pahinga nanaman Ang mga dilawan dahil kumakalat Ang mga news about marcoses HAHAHAHA magkano ba? Papabayad din Ako Basta hundred Million dollars,1
"Pag binigyan mo ng relevant sources, sasabihan ka ng dilawan. So wala lang para sainyo yung mga namatay during Martial Law?  #NeverAgain sa corrupt na mamamatay tao.",1
hindi ko rin naman kakampihan ang Dilawan kasi sino ba naman ako sa kanila? hindi nga nila ako kilala,1
@ANCALERTS @iamsuperbianca @ChelDiokno saan mo nabasa ang libro hahaha kalokohan kayo. SOBRANG BANGO NGA NI NINOY SA LIBRONG PINAGAWA NG DILAWAN.,1
bobo ni mara sa part na porket hindi ako tulad niyang marcos apologist eh nagconclude na siyang ako'y dilawan.  bobomo. ayaw na kita kainuman.,2
Oo! Basag ako eh. Lahat kayo dilawan ðŸ’›,1
@ANCALERTS @iamsuperbianca TANG INA MO. @ChelDiokno  DILAWAN NGA ANG BUMABALIKTAD sa kasaysayang ng pinas.  https://t.co/CZEg2s7iQA,2
#NeverForget #NeverAgain doesn't mean iboboto ko DILAWAN ðŸ˜…ðŸ¤£,2
@bamaquino #NeverAgain  to Dilawan!,2
And youâ€™re asking me not to take offense that Iâ€™m not for progress??? And Iâ€™m starting on my little ways. Thatâ€™s just so sad coming pa yan sa best friend ko na galit na galit sa dilawan and might refer to me siguro for that cause Iâ€™m critical with the govt.,2
@12Oncemidzy @UST1611official Dilawan no more..never again,1
@SuperYonin @UST1611official Dilawan no more...never again,1
#NEVER AGAIN TO DILAWAN  https://t.co/57nlVatwZF,1
@teammarcos_ph @LeeJoseh1 Sa interview ni Toni kay BBM nabasag ang narratives ng mga dilawan at nawindang silang lahat pati mga wokes.,2
"Never again kay/sa BBM, pero never pud sa dilawan eh ðŸ˜†. Influenced by no one. So far, sa mga nag declare for presidential candidacy, daw wala ko butohon. Hahahahaha Rp",2
@bamaquino No To Dilawan 2022,1
@PhilippineStar Dami mong alam ..dmo na maloloko Ang mga tao ..kahit ano pang Gawin mo kasama mo mga dilawan  #Never again to Dilawan,2
@rapplerdotcom diehard fan talaga yung rappler ng dilawan kung binabalita niya yung tungkol sa martial law nag pa ulit ulit dapat bina balita niyo din yung mendiola massacre dati diba hindi niyo magawan ng balita yung mendiola massacre na pag hahalataan kayo na diehard fanhard ng mga dilawan,2
@ABSCBNNews Umay na kami sa ML. Wala bang bago paninira jan? ðŸ¤£ðŸ¤£ kayo nlng naniniwala jan. Mga Basurang Dilawan pwe. Hinahamon ko kayo ibalita nyo nga yung magagandang nagawa ni marcos sa bayan. Hnd nyo kaya? kasi mga kapit kayo ng Mga Dilawan  bias kayo ðŸ¤£ðŸ¤£,2
"bakit kayo magpapaka dds, dilawan at marcoses kung pwede naman kayo maging Pilipino???tanga ba kayo??charot poh",2
