score,text,Topics
1,   wonder  pilipinas  dilawan  skl ,Election
1,   ahlex  mapakali  dilawan ,Election
1,   never  dilawan  tanong  lang  2  aquino  naupo  anong  naimbag  tanong  rin  nga  nalaman  pumatay  kay  ninoy  dumi  pilipinas  since  nawala  marcos   ,Filipino Political News
2,   eto  logic  di  magawang  maghignti  marcos  daming  naninira  sakanila  tong  dilawan  puro  paninira   ,Election
2,   yes  dilawan  victim  yolanda  never  forget   ,Politican Stance
1, ginagawang  bulag  nanaman  dilawan  pinoy  gamit  si  leni ,Election
2, dd  dilawan  hirap  makakuha  data  mishap  cory  digong  ma  dumami  magnanakaw  marcos   ,Filipino Political News
2,   ace  jusko  eto  nanaman  salungat  paniniwala  mo  dilawan  nako  gago  lang  di  b  upgrade  muna  comprehension  skill  saka  magsalita   ,Politican Stance
1,   nerver  dilawan  aquino  bbm  du30  2022   ,Election
2,   ph  isama  mo  chr  dilawan  justice  mahirap  tibagin  di  duterte  marcos  power  lao  kayo ,Government Policies
1,   filipino  wake  dilawan   ,Filipino Political News
2,   never  dilawan  pagbabalik  marcos  mtatuloy  mwwala  basurang  aquino  matutuloy  natuloy  du30  marcos  2016  ngyun  2022  matutuloy  marcos  du30  nmn  never  taelawan ,Election
1, iispam  kayo  martial  law  kasi  naituturo  school  dilawan  dd  makamarcos   ,Filipino Political News
2, fact  check  value  added  tax  vat  made  filipino  income  suffer  instated  1987  cory  aquino  never  repeat  history  neveragain  dilawan  decade  suffering  bec  dilawans  marcos  martial  law  best  npa  left  twitter  lol   ,Election
1, yung  anak  dilawan  parin  tawag  mo  marcos  apologist  tanga  naman  tao  d2  candon ,Election
1, let  say  marcos  leni  dilawan  hahahahaha  way  saynotoyellowparty ,Election
2, 35  year  old  ngayun  simula  nung  pagkabata  hangang  ngayun  puro  gulo  nakikita  balita  bansa  umunlad  along  nalugmok  kahirapan  neveragain  neverforget  dilawan  work  pagbabago  silang  iboto   ,Recollection
1, punyetang  dilawan   ,Election
1,   bbm  president  neveragain  dilawan ,Recollection
2, dont  dilawan  marcos  apologts  dd  citizen  country  jusq  fb  ppl  dami  niyong  time  magtake  side  never  tumayo  filo  mahal  bayan ,Filipino Political News
2, marcos  ulet  2022  hahaha  mamatay  kayo  inggit  dilawan   ,Election
2, wish  one  day  yall  would  wake  confined  label  dd  marcos  apologist  dilawan  genuine  filipino  people   ,Filipino Political News
2,   kayo  tiktok  puro  bbm  kabataan  bbm  sigaw  wala  dilawan  buko  kau  nyong  bobo  tao  ginamit  nyo  medium  palabasing  masama  marcoses  nyong  kapakanan  di  bayan  totoo  wala  kauong  pakialam  pilipino ,Government Policies
2,   si  du30  bangungot  dilawan  di  makakaporma  yellowtards  politician  nakagawiang  pangungurakot   ,Election
2, nag  nakaw  marcos  bansa  hinde  pakulong  cory  government  proof  charge  case  marcos  yes  bong  bong  marcos  dilawan ,Recollection
1,   still  insisting  horse  97  filipino  awake  aware  happened  today  worry  dilawan  40m  strong   ,Filipino Political News
2,   halatang  halata  dilawan  ngaun  ah  triggered  tao  magising  kayo  si  bbm  tatakbo  pilipino  mahal  pilipino  muling  umangat  bansa  yang  leni  robredo  tatakbo  ayaw  maagawan  pwesto  see  difference ,Government Policies
1, hindiiii  dilawan  putangina  hahahahhahaha ,Election
1,   wala  kasi  kwenta  yang  fake  vp  yan  smartmagic  lang  nagpapanalo  niyan  dayaan  diyan  magaling  nga  dilawan   ,Election
1,   mawala  sana  tuluyan  daming  nasirang  pangarap  pangarap  pamilya  anak  namatay  bundok   ,Election
1, naman  porket  ayaw  marcos  du30  administration  eh  dilawan  jusko   ,Election
2, anti  marcos  mean  dilawan  agad  tanginang  tao  oh  good  governance  hindot  yun  lang  naman  nakakarami  dedma  kulay  yellow  blue  pink  yan   ,Politican Stance
1,   neveragain  tapos  dilawan  let  see  naman  marcos  offer  aquino  puro  disaster  eh   ,Recollection
1,   maka  pag  salita  akala  mo  perfect  eh  buti  baka  kayong  dilawan  diktador  si  marcos  hahahaha ,Politican Stance
1,   wag  leny  natuto  taong  bayan  ayaw  dilawan  marcos  duterte  lang  good  president ,Election
2, frenny  bumabatikos  nag  shashare  opinion  pangulo  dilawan  ok  hope  understand  duhling   ,Election
2, pera  nga  naman  bayan  yun  etonh  marcos  apologist  naman  natin  nabutt  hurt  tapos  tinitira  dilawan  another  ex  workmate  mine  defended  tama  namam  sinong  presidente  dont  owe  nga  public  servant  lang   ,Government Policies
2,   bbm  president  ibalita  medium  marcos  tinawag  tiger  asia  angat  ekonomiya  militar  bng  nangyari  ngayun  nung  nanungkulan  dilawan  mahabng  lugmok  n  ma  malakas  pantayo  c ,Election
1, mang  asar  friend  dilawan  hahaha ,Election
1,   punzalan17  ipag  mamalaki  dilawan  rebulto   ,Election
2,   neveragain  dilawan  neverforget  hacienda  luisita  massacre  mendiola  massacre  kidapawan  massacre  yolanda  fund  saf44  dengvaxia  naia  tanim  bala  etc   ,Recollection
1, never  dilawan  hehe ,Election
1, tapos  pag  mukontra  sailaha  ingnan  dayon  kag  dilawan  utok   ,Election
1,   bongbong  marcos  padin  buong  samanayanan  3  lang  kayong  dilawan  troll  hahahah  neveragaintodilawan ,Election
2, umuunlad  let  revise  history  tayong  amnesia  marcos  duterte  aquino  yan  mamamatay  tao  dont  call  dilawan  sht  dutertewakasan ,Recollection
2,   dewanapromotion  trendsreai  6  9  j  dewana  sdq  23  86  92  writes  neyamat  ahmadbhatti   ,Election
2, pag  nag  nanalo  si  bbm  2022  wala  muna  mag  kkuda  dilawan  jan ,Election
2,   xchan  waltgrace  also  would  ask  aquinos  marcoses  wala  lang  silang  oligarkiya  pilipinas  kumikita  yumayaman  politika  sana  alam  mo  marcos  apologist  eh  dilawan  aquino  supporter  kaagad   ,Filipino Political News
2,   pake  suportahan  mo  suportahan  mo  di  ml  mababago  tao  totok  totok  kau  kay  marcos  eh  ma  pang  kababalaghan  kagaguhan  amo  mung  dilawan   ,Election
2,   kaylangan  natin  ulut  ulitin  katotohanan  lang  martial  law  nagawa  marcos  malalaking  eskwelahan  hospital  wala  si  marcos  rin  makakalimutan  pano  sinira  dilawan  pilipinas   ,Election
2,   pala  si  nagiseng  si  leni  ngaun  nag  babatikos  tapos  mag  lugaw  kabayan  lasang  tae  naman  gamit  tabo  dilawan  shit ,Election
2,   layas  lang  fake  news  mainstream  medium  dilawan  paid  troll  socmed  kundi  fake  history  communist  npa  activist  cohort  academia   ,Election
2,   tanung  dilawan  jan  nasa  500  picture  si  ninoy  aquino  bayani  ba  yan  angang  senador  lang  naman  samantalang  dami  pinagdaanan  si  marcos ,Election
1, dilawan  lpigs  canada  parin  nanalo  parliament  election  2021   ,Government Policies
1, ddshits  would  say  shes  dilawan   ,Election
1,   never  trapong  dilawan ,Election
1,   never  ever  forget  dilawan  ramos  sisihin  nyo ,Politican Stance
2,   syempre  marcos  kayu  kabataan  puro  batikos  kay  marcos  puro  kayu  daldal  ingay  nyo  mag  type  kuda  kuda  tanung  buhay  ba  kayu  marcos  syempre  nyo  naabotan  puro  dilawan  nakaabotan  nyo  wala  naman  kwenta  yan  aquino  puro  hulog  kanal  notodilawan ,Politican Stance
1, kamo  lulusot  pulitika  wala  kang  pinagiba  liberal  dilawan  pweh   ,Election
1,   neveragain  dilawan   ,Recollection
1, big  disclaimer  dilawan  marcos  apologist  waiting  leni  presidency  miss  leni  pas  dapatsileni ,Government Policies
1,   hahahahaha  putangina  auto  pas  dilawan  bbmforpresident2022  tapos   ,Election
2, dilawans  rmental  irritation  manila  bay  day  night  photo  wonder  philippine   ,Election
1, okei  di  dilawan  dilaw  account  pareply  naman  ho  nang  tag  anong  fave  mong  outfit  felip  palayo  mv   ,Election
1,   never  dilawan  tlaga ,Election
1, twitter  puro  dilawan  tiktok  puro  duterte  marcos   ,Politican Stance
1,   plaza  look  beautiful  expression  always  point ,Filipino Political News
1,   dilawan  never  go  bbm  2022 ,Filipino Political News
1, swear  ever  hear  read  line  like  anti  dd  kay  dilawan  man  one  time  ill  lose  hahahahaha  false  dichotomy  brought  dumb  fanatic ,Filipino Political News
1,   neveragain  dilawan ,Recollection
1,   neveragain  neverforget  dilawan  marcos  hahaha ,Recollection
2, daily  reminder  marcos  started  moro  uprising  aquino  ended  via  bangsamoro  basic  law  call  dilawan   ,Filipino Political News
2, woah  im  actually  surprised  dick  ball  steel  sige  ituloy  mo  yan  dick  youre  making  duterte  nervous   ,Politican Stance
1,   itulog  mo  nalang  yan  never  dilawan   ,Election
1,   tuta  dilawan  hahahaha ,Politican Stance
1, yes  di  lage  dd  dilawan  pud  ew ,Election
2, paglilinaw  dilawan  historical  revisionism  nalang  place ,Election
2,   yung  kinakampihan  mo  bang  dilawan  pumatay  gumitna  yung  puros  marcos  tinitira  nyo  magmalaki  mo  masasabi  mong  gumanda  pinas  nung  nawala  marcos  naupo  aquino   ,Election
2,   thousand  dilawan  kid  twitter  including  rappler  philstar  cry  failed  get  support  dislike  marcos  best  president  ever  martial  law  thank  stopping  dilawan  npa  communist  remember  plazamiranda  bombing   ,Politican Stance
1, sarap  bobby  lashley  dd  dilawan ,Election
1, alright  wowoot  sleep  soundly  tonight   ,Election
1,   lesson  learned  hard  way  expensive  way   ,Filipino Political News
1,   aysus  kayo  kayo  lang  maglokohan  dilawan  basta  yes  bongbong  marcos  president ,Recollection
2,   anong  ambag  dilawan  frontliners  ha  puro  kayo  satsat  tsaka  frontliners  tinawag  nga  kayong  hero  magrereklamo  kayo  ungrateful  nyo  naman  frontlinersarenotheroes ,Government Policies
1,   hahaha  si  chel  apeng  joke  dilawan  right  lawyer  aka  tqong  inodoro  hahahaha ,Politican Stance
1, martial  law  happened  kasi  dyan  dilawan  wag ,Filipino Political News
1, perception  fact  checker  dilawan  legit  problem  might  addressed  fact  checker  across  industry   ,Government Policies
2,   2  faction  voter  ph  dilawan  amp  anybody  dilawan  35  year  since  edsa  people  power  kuno  amp  yet  still  many  marcos  loyalist  around  mean  wa  epek  paulit  ulit  propaganda  drama  ml   ,Filipino Political News
1, bat  anti  marcos  dilawan  agad  utak  mo  ubo ,Election
1,   jant  good  morning  weather  change  alert   ,Government Policies
1, dami  talaga  twitter  bayarang  dilawan  tapos  di  naman  talaga  tunay  botante   ,Filipino Political News
2, dilawan  leader  binaboy  pilipinas  neverforget  neveragain ,Recollection
1, amg  daming  pro  marcos  dilawan  ta  dd  feed   ,Election
1, okay  lang  pag  tinatawag  akong  dilawan  tapos  tinawag  silang  duterte  bbm  supporter  bawal  teka  muna   ,Politican Stance
1, taena  baket  marcos  dilawan  agad  hahahahahahahaha  tamang  almusal  tuloy  fact ,Politican Stance
2,   lang  kinontra  boy  tikol  eh  noh  pag  dilawan  todo  papuri  pag  kontra  todo  puna  hirap  tumatandang  paurong  saklap  lang  miyembro  lolo  hiking  society   ,Filipino Political News
1,   never  forget  never  dilawan   ,Election
1,   ulol  tangina  nyo  dilawan ,Election
2,   neveragain  neverforget  pambabalahura  pambababoy  dilawan  pilipinas  magmula  kay  cory  kay  pnoy  true  enemy  state  lalong  naghirap  pinas  magnanakaw  daw  napalitan  sangkatutak  magnanakaw  kaalyado  dilawan   ,Recollection
2,   heheheehehe  halatang  nag  adik  di  mo  alam  sinasabi  mo  hahahahaha  dilawan  troll  money  honey  bwhahahahaha  neveragain   ,Recollection
1, reality  well  known  dilawan  bias ,Election
1, sarap  talaga  pagtawanan  dilawan  pulahan  pag  natri  triggered  cla  nabubuljak  ung  narrative  push  nyo  yan  lab   ,Government Policies
2,   nverforget  30  year  dilawan  ambag  neveragaintodilawan  ibang  hangad  kundi  makamit  pernsal  interest  gamitin  pilipino  ma  yumaman   ,Government Policies
2,   unlike  mogato  three  day  suspension  bongbong  bbm  supporter  blocked  forever  fb  twitter  social  medium  platform  papaano  fact  checker  puro  dilawan  bongbong  deplored  reference  anti  marcos  group   ,Politican Stance
1, ayan  nga  po  nag  sama  sama  ab  gma  pang  alagad  dilawan  akala  yata  magiging  million  tweet  neverforget ,Recollection
1,   inserting  son  makapili  topic  bbm  dilawan  insinuate  anything  else   ,Election
1,   neveragain  dilawan ,Recollection
2,   tama  kaka  troll  pera  dyan  lol  kaka  drug  nyo  hallucination  dilawan  ninoy  n  npa  supporter  nagawa  pinas  neveragain ,Recollection
1,   neveragain  dilawan ,Recollection
2,   edsa  nagbago  ba  cory  president  free  people  hinayaan  mangyari  mendiola  massacre  bat  hinayaan  abnoy  mangyari  hacienda  luisita  massacre  natigil  ba  karahasan  ninyong  dilawan   ,Filipino Political News
2, communist  terrorist  lang  ayaw  martial  law  syempre  included  dilawan  anti  marcos  di  mo  ilabas  yung  baho  aquinos  siyang  leader  rebelde   ,Election
1,   sus  mukha  lang  matalino  dilawan  dilawan  utak  mo  rin  bugok  itlog  bansa   ,Politican Stance
2,   true  nung  dilawan  bumagsak  ekonomiya  pinas  vote  wisely  di  maliitin  ibang  bansa  need  leader  puppet   ,Election
2,   neveragain  dilawan  hahaha  kayo  nagpahirap  pilipinas  human  right  victim  komunista  kasi  npa  supporter  dilawan  marcos  best  president  ever  martial  law  thank   ,Filipino Political News
1,   never  dilawan  lol ,Election
2,   hahahahaha  siniraan  nasa  gobyerno  si  marcos  noong  madaming  tao  nagalit  siniraan  kasi  makapag  corrupt  yung  miyembro  gobyerno  dilawan  angat  pilipinas  yan  baabsehan  niyo   ,Filipino Political News
2, marcos  hero  martial  law  1  best  thing  happend  ph  starting  1986  ph  became  1  poorest  cory  aquino  instated  pork  barrel  value  added  tax  truthhurts  ninoyisnotahero  dilawan  never   ,Filipino Political News
2, mulat  pilipino  kasinungalingan  komunista  dilawan  bayarang  medium  oligarko  itama  kasaysayan   ,Election
1,   file  lawsuit  clearly  discrimination  sick  racist  amp   ,Filipino Political News
1,   dilawan  mahilig  basura  tanga  lang  sana  nga  mabangungot  sumunod  kay  panot  kay  dinky ,Election
1,   l4u  kuli  proyek  dilawan   ,Election
1,   dilawan  abnoy ,Election
2,   neverforget  neveragain  pangungurakot  nyo  dilawan  list  thing  country  oohhh  yeah  there  none   ,Filipino Political News
1,   hahahaha  tanga  dilawan  pwe  matagal  wala  marcos  pagseserbisyo  tuta  tutaan  dilawan  hahaha  bobot  loko  loko ,Election
1,   trudeau  economic  policy   ,Government Policies
2,   neveragain  dilawan  2022  neverforget  saf44  hacienda  luisita  massacre  mendiola  massacre  2013yolanda  fund  pakyu  sainyo  hindot   ,Recollection
2,   tapos  po  yung  dilawan  salot  idiot  day  whaaaaaaaaaaa   ,Election
1, dilawan  daw  aq  hello  black  favorite  haha ,Election
2,   aquino  sisihin  aling  leni  bobo  batikos  batikos  akala  mo  angel  rin  demonyo  wa  epec  pilipino  yong  pinag  sasabi  mo  martial  law  malapit  kayong  mabura  mapa  dilawan   ,Filipino Political News
2,   rosalinda  oo  nga  tignan  mo  naman  30  year  umupo  dilawan  oo  dilawan  1976  2016  natupad  ba  pangako  wala  marcos  duterte  lang  gawa   ,Election
1,   madaling  salita  proyekto  cory  dilawan  pansariling  kapakanan  bayan   ,Election
1, bat  masamang  dilawan  kasi  wala  naman  silang ,Election
1,   narrative  come  aquino  lp  dilawan  lie   ,Government Policies
2,   kunsabagay  dilawan  kasi  ikompara  mo  nangyari  marcos  aquino  layo  legacy  aquino  aber  pamimigay  ariarian  nang  gobyerno  obligach  ma  nag  hirap  pilipino  maraming  magnanakaw  gobyerno  aquino  era ,Filipino Political News
2, triggered  dilawan  dilawang  grupo  supporter  lang  kitang  kita  ma  impact  bayan  ma  susuportahan  ma  nakakaangat  gagawa  gagawa  kalaban  upang  supilin  paglayag  bbm   ,Filipino Political News
1, became  vocal  abt  politics  theyre  thinking  im  dilawan  wahsbdjfn ,Politican Stance
1,   neveragain  dilawan  full  hypocrite   ,Recollection
2,   yes  ramiz  bhai  serious  issue  pakistan  guy  stand  tall  remove  biased  nepotism  incompetent  personnel  cricketer  money  stocker  system  build  quality  team  take  time  somewhere  start   ,Filipino Political News
1,   tsk  tsk  tsk  iniisa  kayo  sama  kasi  ugali  nyong  dilawan   ,Election
1,   k  nga  nakakalungkot  lang  kasi  sarado  yong  isip  pag  nagpapaliwanag  sinasabihan  akong  dilawan  di  naman  diliwan  makapilipino  lang  btw  mindanao  nakatira ,Election
1, truth  prevail  marcos  nagmalasakit  pilipinas  hnd  buhayang  dilawan ,Filipino Political News
1, dilawan  think  death  ally  catapult  back  power  ulol   ,Politican Stance
1, g  punong  puno  dilawan  medium  timeline  nakaka  stress  napakahilig  nating  balikan  panahong  nabigo  reason   ,Election
1,   dilawan  po  sisihin  magising  katotohanan  bobo   ,Election
1, dd  saka  dilawan  dini  deny  di  dd  saka  dilawan  hahahahhahaha  halata  naman  kasi  nakikisabay  lang  post  soc  med ,Election
1, amoy  dilawan  babaeng ,Election
1,   never  dilawan ,Election
1,   dilawan  includes   ,Filipino Political News
2,   putang  inang  kasaysayan  yan  yan  sumira  bayan  kasaysayan  dilawan  aquino  sumira  power  plant  nag  benta  pg  aari  pinas  sinong  nag  tubig  ospital  kalsada  sana  ulit  kasaysayan  marcos   ,Election
2,   natin  martial  law  ikulong  dilawan  komunista  bawiinangpilipinas ,Filipino Political News
1,   yes  neveragain  dilawan   ,Recollection
1,   dilawan  suyaan  manira  nalang  mo  permi   ,Election
1,   yes  neveragain  dilawan   ,Recollection
2, ayun  karugtong  lang  ganitong  pagtuturo  masmahirap  iconvince  taong  dd  marcos  apologist  dilawan  apolitical  etc  something  stand  magiging  reflex  ipaglaban  side  instead  scrutinize  stand   ,Filipino Political News
1,   twitter  ra  lage  m0  sabaan  dilawan   ,Election
2,   neveragain  dilawan  tanginga  nyo  bobo  mag  basa  kayo  nagawa  fm  bansa  wag  kayong  mag  focus  martial  law  nag  palala  martial  law  aquino   ,Filipino Political News
2,   lenis  father  appointed  judge  marcos  leni  suffer  martial  law  know  leni  dumb  stupid  neveragain  dilawan  marcos  many  state  university  established  precursor  tesda  built  dark  day  daw   ,Filipino Political News
2, nasaktan  sinabi  halatang  dd  naman  kasi  pag  pinupuna  raw  tama  pag  pumuna  aba  eh  tama  daw  yon  panay  kabit  pangalan  kumunista  dilawan  daw  samantalang  matalik  kaibigan  numiro  unong  kumunista   ,Election
2,   sbish  medyo  2  hour  lang  tulog  siguro  magpupuyat  kaka  comment  ig  post  hope  pangaralan  magsalita  politics  neveragain  neverforget ,Recollection
1, nga  kayo  dd  dilawan  marcos  apologist  naman  yall  realize  smthn  common  right   ,Politican Stance
2, uy  kinakabahan  nayan  hahahaha  vice  gising  x  daw  madlang  people  yes  vice  gising  gising  kayo  nalang  ata  tulog  sorry  friend  dilawan  jan  peace  yow  president  bbmforpresident   ,Election
1,   thief  pala  proyekto  tapos  kayong  dilawan  hero  ambag  lipunan   ,Recollection
1,   neveragain  dilawan ,Recollection
2,   isidro  umepal  bobo  pg  kontra  dilawan  dd  di  ba  pweding  ayaw  lng  mapag  kunwaring  kulto  nyo  malasalit  ung  totoo  mapag  samantala  bayan  di  nauubra  nyong  pautot  amoy  umaalingasaw  baho  nyo ,Government Policies
1,   confirmdilawar ,Election
1,   dilawan  amputa ,Election
1,   tama  kinasuhan  mo  haba  mo  dilawan  30  year  kayong  naghari  nangyari  short  fabricated  story  right   ,Recollection
1,   dilawan ,Election
1,   dilawan  tang  ina  nyo ,Election
2,   yes  never  dilawan  nagpahirap  lalo  filipino  nag  hihirap  tigilan  nyo  yang  kabobohan  nyo  pati  kayong  dd  pareoareho  lng  kayo   ,Government Policies
2,   kelan  di  binoto   ,Election
2,   derailed  nomination  make  right  showing  vote  tomorrow  allowing  quorum  show  jim   ,Government Policies
2,   kasinungalingan  dilawan  masahol  asong  pinag  aralan  wala  nang  maniniwala  kabobohan  dilawan  gising  gising  tao  hinde  nyo  maluluko ,Election
1,   sinong  political  analyst  yan  yung  dilawan  monsod   ,Election
2,   neveragain  dilawan  neverforget  si  abnoy  dahilan  namatay  saf44  dapatsileni  mapunta  inidoro  2022   ,Recollection
2,   marcos  best  president  dilawan  mangmang  nagmamarunong  wala  naman  utak  kundi  magnakaw  nalang   ,Election
2, problema  kasi  marcos  apologist  sasabihin  marcos  hero  best  president  mang  eklabu  tapos  diretso  pagsasabi  dilawan  1  2   ,Election
2, yes  syang  manalo  election  die  hard  fan  bbm  palibasa  kasi  nabulag  textbook  dilawan ,Election
2,   world  peace  day  worldpeaceday  start  peaceful  mind  possible  purity  thought  accommodation  others  wishing  peace  mind  always   ,Filipino Political News
1,   tama  dugo  dilawan  feel  nyo  yata  bobo  bulag  tao   ,Election
2,   korek  kilala  lang  sya  part  liberal  party  let  face  doesnt  rlly  paint  good  picture  kasi  masyadong  label  pinoy  kesyo  dilawan  kesyo  hay   ,Government Policies
1,   neveragain  dilawan  puro  pangbrabrain  wash   ,Recollection
2,   sheepph  tama  nerver  forget  never  magpauto  dilawan  crony  imagine  30  year  nkalipas  nangyari  tapos  isisisi  marcoses  wala  kayong  silbe  wala  kayong  nagawa  30  year  lugmok  pinas  inyo   ,Filipino Political News
2, declaration  martial  law  anniversary  sept  21  1972  happymartiallawday  bleeding  heart  si  damaso  amp  dilawan   ,Filipino Political News
2, scared  country  future  leave  anti  marcos  comment  toni  vlog  defend  leni  people  swarm  calling  dilawan  binayadan  dilawan  blind  woke  majority  voter  incoming  election  di  alam ,Government Policies
2,   pasensya  po  bida  bida  dilawan  ah  mapanira  wala  man  alam  amputa  tae  kayo  ahahahha  eat  yourr  heart  ah  heart  kayo  ahahahha  hate ,Government Policies
2,   never  dilawan  pinakauna  bumoto  presidente  si  gibo  ibinoto  wala  tlgang  amor  aquino  sakin  amoy  amoy  kasinungalingan ,Election
1, dili  najud  effective  pang  daot  dilawan  par  hahahaha  bright  tao  karun  naka  mata  lol ,Politican Stance
1, neveragain  dilawan ,Recollection
1,   neveragain  dilawan  neverforget  katangahan  cory  ninoy  abnoy  dapatsileni  mapunta  inidoro  2022  ahihihi  babush   ,Recollection
1,   neveragain  dilawan  neverforget  katangahan  cory  ninoy  abnoy  dapatsileni  mapunta  inidoro  2022  ahihihi  babush   ,Recollection
2, puro  marcos  apologist  bahay  kapitbahay  amp  daw  ba  kasi  si  robredo  eh  dilawan  daw  eon  tangina  di  ba  pwedeng  makakabuti  im  stressedt  myghad ,Election
1,   neveragain  dilawan  neverforget  katangahan  cory  ninoy  dapatsileni  mapunta  inidoro  2022  ahihihihi   ,Recollection
2, bilib  gumagamit  term  marcos  apologist  pauso  ha  samantalang  generation  nyo  saksing  buhay  anung  hirap  inabot  pilipino  kamay  dilawan  anu  tawag  inyo  yellow  cult  propagandist  marcos  duterte  lang  sakalam   ,Filipino Political News
2, like  yung  sap  teacher  said  baka  dila  dilawan  yan  magkakaroon  ganyan  pandemic  p  im  dilawan  dd  pilipino  aware  nangyayari  bansa   ,Politican Stance
2,   baliktad  school  nga  tlamak  siansabi  yun  ba  tlga  nag  revise  history  kayong  dilawan ,Recollection
1,   neveragain  dilawan  neverforget  katangahan  cory  ninoy  dapatsileni  mapunta  inidoro  2022   ,Recollection
1, tiga  manusia  tidak  akan  dilawan  kecuali  oleh  orang  yang  hina  orang  yang  berilmu  yang  mengamalkan  ilmunya  orang  cerdas  cendikia  dan  imam  yang  adil   ,Election
2,   neveragain  dilawan  neverforget  katangahan  cory  ninoy  dapatsileni  mapunta  inidoro  2022   ,Recollection
1,   round  applause  neveragain  neverforget   ,Recollection
2,   neveragain  dilawan  neverforget  katangahan  cory  ninoy  dapatsileni  mapunta  inidoro  2022   ,Recollection
2,   asan  legitimate  proof  pagnanakaw  bata  nga  di  mapatunayan  eh  kayo  pwe  dilawan  talaga  bobo  magbasa  report  sandiganbayan  pano  binasura  kaso  pamilyang  marcos   ,Government Policies
2,   idineklara  martial  law  malamang  malamang  tuta  dilawan  di  naipatupad  martial  law  maghahari  communist  pinangunahan  bobo  nyong  presidente  si  ninoy  aquino  samahan  bobot  loko  loko   ,Filipino Political News
1, nakalimutan  ht  neveragain  neverforget ,Recollection
1,   yes  neveragain  lp  dilawan  wokes  amd  like   ,Recollection
2,   ph  utot  mo  nyo  kayo  lng  pwde  magsalita  magtanggol  pag  bayaran  agad  gago  utak  talangka  kayo  dilawan  lumaban  kayo  patas   ,Government Policies
2,   holic  crazy  display  serious  opposition  disgust  theyll  assume  dilawan  kana  like  ha  lang  kita  tatay  lol ,Politican Stance
1,   yes  neveragain  lp  dilawan  wokes  like   ,Recollection
2,   neveragain  dilawan  neverforget  incompetence  brought  country  mess   ,Recollection
1,   yes  neveragain  dilawan  wokes  lp  like   ,Recollection
1, bobo  daw  pag  binoto  si  diokno  hshshshahahahahaha  dilawan  talaga  tong  pamilya   ,Election
2, horror  yesterday  car  pool  topic  politics  general  dun  narealize  rin  talagang  dd  bbm  supporter  leni  dilawan  hater  goodness   ,Politican Stance
2,   path  position  need  already  bos  ask  try  harder  still  eating  nominee  trump  left  agaist  everyone  trump  never  50  appr  got  flying  monkey  place ,Government Policies
1,   nagmura  ba  galunggong  dilawan  makakapagmura  galit   ,Election
1,   owbeejuan  haistt  kawawa  ipo  dilawan ,Election
2,   pakana  yan  dilawan  npa  nanggulo  dyan  saksi  tatay  hunghang  sainyong  dilawan  naghihirap  bansa  bobo   ,Election
2,   lekhi  hope  meeting  labour  waiting  direct  flight  india  saudi  arabia  dos  covishield  india  last  20  month  please  give  green  signal  meeting ,Government Policies
1,   ma  sinungaling  kakampon  mo  dilawan  duh ,Election
1,   get  better  marcoses  gone  neverforget  neveragain  dilawan   ,Recollection
1, puro  attack  dog  dilawan  naman  candidate  precidency   ,Politican Stance
2,   truee  makapagdiktador  parang  ambag  lipunan  bobong  dilawan  buksan  nyu  mata  nyo  wag  poro  nakasalalay  pekeng  history  yan  30  year  agoo  30  year  samantalang  si  fake  vice  pres  leni  wala  pang  dekada  nanalo  bugok ,Government Policies
2,   asan  legitimate  proof  nagnakaw  marcos  hahaha  binasura  nga  sandiganbayan  bayan  kaso  eh  puro  kayo  ngawa  prang  dilawan  wala  namang  nagawa  sariling  bansa   ,Politican Stance
2,   shane  idea  data  rename  datascience  reinvent  rethink  repurpose  process  technology  people  content  anytime  anywhere  device   ,Filipino Political News
2, tangina  di  dd  dilawan  man  yan  fan  toni  rin  nakakainis  lng  kasi  kala  mo  kumuda  gago  sakit  ulo  paulit  ulit  nlng  kayo  nf  lubayan  niyo  punyeta ,Government Policies
1,   er  theyre  favorite  said   ,Politican Stance
1, anlalakas  bias  tao  false  dichotomy  agad  nung  sinabi  makiramay  biktima  martial  law  nga  49th  anniv  bigla  silang  atake  sinisisi  daw  si  fem  dilawan  daw  totoxic  leche  pinaiisip  abt  biktima  ta  pinaguusapan  yung  namulitika  pweh   ,Filipino Political News
1,   panu  yan  nangunguna  survey  survey  dilawan  nangunguna   ,Election
1, wala  rin  namatay  regime  dilawan  ulol   ,Election
2,   disgusting  sick  psychologically  stunted  gop  destroying  chance  country   ,Election
2, top  today  wh  press  briefing  mentioned  nomination  nomination  gotten  held  month  senator  dont  like  work  muslim  org  called  emgage  biden  gave  speech  emgage  crowd  campaign   ,Politican Stance
2,   first  time  heard  narrative  late  fr  balweg  malamang  dahilan  pinaslang  talagang  itinago  heherasyon  sanhi  pagkontrol  alyansang  elitista  dilawan  makakaliwa  terorista   ,Filipino Political News
1, battle  dd  marcos  apologist  dilawan   ,Election
1,   tignan  nyo  yung  pgh  lung  center  etc  cnu  ba  gawa  nyan  yung  idol  ngo  dilawan  anung  pina  tayu  tulay  gawa  kahoy   ,Election
2, yun  sakit  ulo  nyo  kasi  survey  dilawan  number  1  c  bbm  uubra  yung  nyo  nung  2016  never  talaga  kayu  lalo  nat  c  leni  pala  pam  bato  nyo  neveragain ,Recollection
1, dilawan  naman ,Election
1,   neveragain  dilawan   ,Recollection
