score,text
2, voting  vv  important  yes  also  cant  afford  wait  til  2022  bc  everyday  life  lost  fascist  state  let  join  national  democratic  mass  orgs  besties  need  oust  duterte  soon  possible   
1,   hi  bakla  oustduterte  nga  dyan  trending  yung  edited  pic  mo  baklangdds 
2, mlaya  nga  ba  medium  noong  martial  law  talk  ed  open  public  oliver  nick  deocampo  cmc  student  sign  link  mlayangaba  martiallawcommemoration  marcosnotahero  oustduterte 
2, philippine  red  cross  humanitarian  organization  prove  audit  transparency  duterte  doesnt  want  public  check  gov  salns  dutertemanyak  duterterapist  duterteyakuza  oustduterte 
1, robredo  always  better  dutertes  liar  dutertemanyak  duterterapist  duterteyakuza  oustduterte 
1,   chart  member  mahina  internet  pilipinas  umaariba  pag  stream  tangina  oust  duterte 
1, prro  oust  duterte  kasi  wala  namang  spread  covid  good  governance  maayos  pag  resolba  covid 
1, fully  vaxxed  please  oustduterte  ty 
2, hello  guy  emotional  kasi  kakatapos  lang  manood  video  penguin  kinakain  orca  di  deserve  yon  ba  oustduterte 
1, end  september  venezuela  philippine  country  left  still  face  face  class  manepistasyon  gaano  kabulok  sistema  response  rehimang  duterte  pandemyang  oustduterte  ligtasnabalikeskwela 
1, jan  oustduterte   
2, tangina  talaga  anong  essence  nung  pagbibigay  baril  bfp  magagawa  ba  yung  baril  apoy  tanginamo  duterte  pasang  awa  law  school  amp  oustduterte  dutertepalpak 
1,   oust  duterte   
2, tangina  oust  duterte  gago 
2,   pangit  yung  pagka  edit  halatang  dilawan  known  always  following  unsuccessful  attempt  welga  encouragement  public  opinion  court  politicking  oust  duterte  copied  meme  hahaha  tickle  irrelevant  hahahaha  duterte   
2, totoong  pasaway  pasista  berdugo  pamahalaan  oustduterte  dutertepalpak  dutertewakasanna 
1, everytime  nririnig  bos  dutz  radio  tv  juz  felt  like  vomiting  nakaka  badvibes  nkaka  irita  ewan  ba  whats  mood  naririnig  mo  oustduterte 
1, lang  magta  trabaho  personalan  lang  adult  mr  president  oustdutertenow  oustduterte 
1, yung  nangunguna  emosyon  mo  kesa  utak  desisyon  presidente  sir  batang  yagit  oustdutertenow  oustduterte 
1, another  stupid  action  government  napahiya  nagalit  kay  sen  gordon  pati  prc  apektado  oustdutertenow  oustduterte 
2, tagumpay  rin  kabataan  kasunduan  lf  department  national  defense  nagbabawal  kapulisan  sundalo  pumasok  paaralan  siyang  pilit  binubuwag  rehimeng  u  duterte  balikpaaralanipaglaban  oustduterte  imperyalismoibagsak  lfs44 
2, instrumental  samahan  pagpapanumbalik  konseho  publikasyon  mag  aaral  noong  rehimeng  u  marcos  balikpaaralanipaglaban  oustduterte  imperyalismoibagsak  lfs44 
2, magiting  hinarap  league  filipino  student  atake  nagdaang  rehimen  kabataang  mapanuri  kritikal  balikpaaralanipaglaban  oustduterte  imperyalismoibagsak  lfs44 
2, saksi  kasaysayan  patuloy  pagsanib  batayang  masa  upang  isulong  pambansang  demokrasya  sosyalistang  perspektiba  balikpaaralanipaglaban  oustduterte  imperyalismoibagsak  lfs44 
2, 44  taon  man  nakalipas  nananatili  militanteng  tradisyon  liga  pakikibaka  imperyalismo  kagalingan  sambayanang  pilipino  balikpaaralanipaglaban  oustduterte  imperyalismoibagsak  lfs44 
2, taas  kamaong  pagpupugay  league  filipino  student  ika  44  taon  hamon  pumukaw  mag  organisa  magpakilos  ma  maraming  kabataan  upang  patalsikin  rehimeng  u  duterte  balikpaaralanipaglaban  oustduterte  imperyalismoibagsak  lfs44   
1, proud  cheddy  registering  vote  never  late  magparehistroka  halalan2022  oustduterte 
1,   elena  haha  kakainin  mo  sinasabi  mo  yari  naman  kau  next  election  oustduterte  naman  kau  nyan   
1, dd  po  ba  oy  foul  gago  san  mo  naman  nakuha  yan  taena  oustduterte   
2, yung  chess  player  nga  wala  magawa  malapit  mate  matalo  nagre  resign  sana  yung  president  talung  talo  e  duterteresign  oustduterte  pili  naa   
1, unacceptable  let  fucking  oust  duterte  jfc  lorde  pls  help  u 
1, yo  anong  bumbero  nasusunog  gusali  paulanan  bala  dutertepalpak  duterteinutil  duterteresign  oustduterte 
1, marcos  duterte  pinag  parehong  tuta  diktador  pasista  marcosnotahero  oustduterte 
1, sama  sama  nating  punan  patlang  obra  setyembre  15  7  pm  google  meet  magrehistro  artistsfightback  oustduterte 
2, nga  ba  kayang  abutin  tula  anong  ilog  nitong  lagpasan  anong  bundok  nitong  tanganan  anong  gubat  nitong  manmanan  magrehistro  artistsfightback  oustduterte   
2, think  fucking  game  fuck  duterte  oustduterte 
2,   feeling  talaga  oustduterte  entire  fucked  circus  part  solution 
1, along  oustduterte  dutertepalpak  marcosisnotahero  good  evening   
1, pilipinas  anunaaaa  tangina  mo  duque  ma  tangina  duterte  duqueresign  oustduterte 
1,   oustduterte  rin  ulol 
2,   isipin  mo  lang  publisher  nagpasulat  aklat  ginagamit  school  hustong  maupo  si  cory  kapangyarihan  pinagagawa  dilawan  kundi  palitan  bagay  makakaalala  kay  marcos   
1,   binubo  aklat  lie  kagagawan  dilawan  yan   
1,   ma  tanga  yung  pabor  dilawan  npa  kagaya  mo   
1,   neveragain  communist  party  dilawan  yes  solidnorth  solidncr 
1,   korek  tsismong  artista  pathetic  dilawan  kase  shutdown  abias 
1,   kayong  artista  kau  modelo  kau  modelo  lalong  ibaon  bansa  pathetic  never  aquino  dilawan  shut  ab 
1,   kawawa  namn  kayo  iyak  dilawan   
1, bayshrm  admi  chor  khun  nhy  daty  england  payra  tu  atna  hy  bivi  ky  janazy  pr  nhy  batyin  mukl  ky  sanaz  passport  ki  ap  janyoo  mulk  ki  azit 
2,   pray  safety 
2, dream  come  true  kid  di  mo  kelangan  dilawan  pulahan  pang  kulay  pro  anti  dream  mo  historical  distortionist  mo  yan  basta  paglason  kasaysayan  ngalan  narrative  idol  master  mo  bilib  neverforget  neveragain 
2, iisa  naman  narrative  taga  kabilang  kubol  di  daw  natuto  aral  nakaraan  mauuli  mauulit  diktadurya  hinayupak  kayo  dilawan  dalang  dala  di  kayo  makakabalik  pwesto   
1, bugo  jud  ning  balita  pahalata  rang  dilawan  kay  gipang  interview  martial  law  kay  estudyante  run   
2, perfect  president  see  need  real  change  aware  everything  right  vote  vote  whoever  think  loyal  tenure  team  dilawan  team  dd  team  marcos   
2, setuju  pemutaranfilmg30spki  spy  rakyat  ingat  pengkhianatan  proxy  china  comunis  yg  mendesain  g30spki1965  yg  menyebabkan  jutaan  pribumi  amp  muslim  terbunuh  pki  itu  cuma  pion  diperalat  amp  dipecundangi  proxy  china  yg  dilawan  mustinya  proxy  china  bukan  islam  hr   
1,   happy  birthday  chairman   
2, diretso  inidoro  dalawang  social  medium  lang  kilala  dalawang  talunan  pagkasenador  ayan  dilawan  yung  pinagtatanggol  nyo  palpak  mayor  kakalabanin  si  madumb  leni   
2, filipino  identified  divided  support  either  marcoses  dd  dilawan   
2,   di  naiintindihan  hirap  makipag  discourse  taong  sarado  isip  even  u  state  fact  number  sagot  dilawan  mag  move  worse  titirahin  kulay  balat  mo  career  path  mo  ie  bianca  gonzalez   
1, asar  puro  dilawan  nasa  nf  fb  bash  kay  bbm  ba   
1,   n  nmang  bobong  dilawan 
1,   b  fakta  jangan  dilawan 
2,   naglalabasan  dilawan  medias  ah  binayad  charot   
2,   im  fan  never  forget  nakurakot  dilawan  1990  present  know  smart  see  get  syempre  naman  opinyon  tao  kabataan   
2, patuloy  pagbe  brainwash  dilawan  ha  marcos  rin  naman  mananalo  kayo  wag  nyo  nang  antayin  flush  ulit  kayo  inidoro  tama  patay  nga  si  panot  diba  oursduterte  eleksyon2022  neverforget  halalan2022  yestoabscbnshutdown 
1,   namang  tangang  baklang  atenistang  dilawan  pwee 
1,   oo  tawang  tawa  nga  panatiko  nya  dilawan  daw  report  ahahahaha 
1, dilawan  daw  ngina 
1,   showing  pic  meal  previous  government 
1,   team  dilawan  ba  kayo  marcospadin 
1,   n  nmang  tangang  baklang  dilawan 
1,   clinton  n  nmang  tangang  dilawan 
2,   wont  vote  leni  talaga  ma  sawa  dilawan  marcoses   
2, kabataan  nagrarally  produkto  maling  libro  tanungin  niyo  lolo  lola  niyo  anong  totoong  nangyari  lang  makapag  sasabi  katotohanan  itinago  dilawan   
2,   true  hirap  mag  explain  bigyan  mo  fact  move  an  moving  issue  dilawan  merong  titirahin  yung  physical  appearance   
1,   sri  lanka  great  nation  proved   
2,   never  dilawan  never  yellow  never  npa  never  oligarch  never  sayo   
1, prof  made  clear  sya  dilawan  dd  gt   
1,   taunt  include  agar  ye  kiya  tu  tum  cute  etc  ho  pata  nahi  kab   
2, looking  10  15  passionate  cs  aspirant  join  u  preparation  cs  proper  announcement  cs  mentor  academy  self  learning  hour  library  suitable  venue  karachi  shall  made  soon   
3,   nalason  den  utak  mo  dilawan  kawawa  layuan  moko   
2,   pare  tamod  yata  laman  bungo  mo  mo  yata  alam  dahilan  nangyari  martial  law  p  ta  mukhang  sumusubo  b  rat  dilawan  kagaya  karen   
2,   phoenix  san  proof  mo  dont  accept  reference  come  ctt0  amateur  youtube  video  marcos  relatated  page  marcos  dilawan  meme  deepweb  article  mocha  uson  banat  opinion  sharing  group  facebook  twitter  trend  blogspots  conspiracy  theory 
2,   staffieri  eligible  siv  applicant  left  behind  dedicated  life  american  face  imminent  threat  taliban  hiding  sure  come  next  24  hour   
2,   amend  eligible  siv  applicant  left  behind  dedicated  life  american  face  imminent  threat  taliban  hiding  sure  come  next  24  hour   
2,   proof  mo  1  sided  dont  accept  reference  come  ctt0  amateur  youtube  video  marcos  related  page  marcos  dilawan  meme  deepweb  article  mocha  uson  banat  opinion  sharing  group  facebook  twitter  trend  blogspots  conspiracy  theory 
1,   monika77  makanya  makin  dilawan  aq  makin  makmur   
1, yung  tito  marcos  apologist  jusko  laging  nagcocomment  post  bam  aquino  yung  totoo  dilawan  talaga   
1,   dilawar  soon  please  mention  date 
2,   eligible  siv  applicant  left  behind  dedicated  life  american  face  imminent  threat  taliban  hiding  sure  come  next  24  hour   
2,   never  dilawan  father   
2,   yung  nahirapan  yung  nauto  sagad  dilawan  pulahan  puntong  pagsabi  handler  talon  talon  yan  taong  gustong   
2,   sinabeng  dilawan  hahahah  sabe  lang  magising  katotohanan  pro  government  yun  lang  marcos  apologist  dd   
2, ba  sapat  magbago  naturn  sau  crush  mo  kasi  dd  marcos  apologist  dilawan   
1, saad  hussain  rizvi  say  die  support  wrongdoer   
1,   udah  ga  pegel  lagi  tapi  ngantuknya  gabisa  dilawan 
1,   bapak  bangdeng  gampang  dilawan  g 
2, dun  lang  nag  comment  post  mo  m  yung  90  comment  post  puro  bbm2022  well  sorry  never  tlga  dilawan   
2, bobo  talaga  tao  sinasabing  pag  dd  marcos  apologist  dilawan  nasan  utak  nyo  po  sarap  nyo  po  tadjakan  leeg   
2, tell  dad  dont  support  goverment  administration  im  dilawan  speak  philippine  filipino   
1, dilawan  dd  ma  lalong  marcos  sana  aware  kayo  lubog  lubog  yung  pilipinas  kid  neveragain 
1,   todo  kampi  dilawan  hahhah  ayaw  aminin   
1, aww  thought  app  dilawan  look  lot  marcos  supporter  world  healing   
2,   pag  galit  marcos  dilawan  agad  ba  pwdeng  nagmamalasakit  pinoy  lang  aquinos  perfect  let  glorify  marcoses  please  insulto  ml  victim 
1, mom  truly  calling  martial  law  dilawan  propaganda  oh  god  save  u 
2,   dilawan  baka  pag  dilawan  mamuno  ituturo  school  4  40  1600  chaka  baka  pag  dilawan  nanalo  buong  pinas  lugaw  lang  kainin 
2,   nahirapan  bayaran  simula  nung  president  si  marcos  kasi  nga  binenta  dilawan  yung  government   
1,   dilawan  aquinos  amp  ramos  tau  nagdusa  kahirapan 
1,   khpal  zaan  de  lewany  tror  b  pregda  ye  hm  da  pokhtana  darta  toola  wraz  kanzal  kae   
1,   bitin  kurakot  dilawan  hahhah   
1, yah  considerably  martial  law  one  darkest  chapter  ph  history  tingin  nyu  dilawan  dd  maganda  pilipinas  pamununo  pweee 
1,   galing  kakaunti  lang  natitirang  bobo  naniniwala  dilawan  ah 
1, parang  makipag  trashtalkan  dilawan  friend  fb   
2,   magsalita  sasabihin  dilawan  mahilig  mabirada  naman  validated  fact  yan 
1, diverse  kaayo  akong  newsfeed  facebook  naay  dilawan  pro  anti  marcos  pro  anti  pacquiao  qlove   
2,   neveragain  dilawan  puppet 
2, tanginang  puta  never  never  ampucha  niyong  never  dilawan  never  punyetang  dilawan  oh  offend  hahaha  tanginamo  focc  npa 
2,   never  dilawan   
1,   easy  watch  khuda  aur  mohabbat   
2, dilawan  dd  ma  lalong  marcos  lubog  lubog  bansa  natin  shutah  pilit  tinataas  pinoy  pride  natin  tapos  ibabagsak  lng  gobyerno  administrasyobg  meron  wake  fellow  filipino   
2, dli  marcos  huh  kaning  dilawan  bah  nga  grabeh  kaayug  mu  ukay  martial  law  hahaha  saba  mo  oi  ma  grabeh  pamu  wa  moy  ayo   
2, macro  still  best  future  funk  ever  iyak  dilawan   
1, sensible  decesion   
1,   confess  whoever  dilawan  hate  dun 
1,   marcos  apologist  dd  dilawan  one  time  become  filipino  register   
2,   great  convo  yeah  want  people  want  free  american  fake  news  people  want  democratic  socialist  like  digong  thats  ok  nationalist  like  bongbong  ok  long  american  puppet  dilawan  know  agree 
2,   gw  nih  malah  takut  kl  cowo  suka  ngasih2  gitu  takut  lama2  minta  aneh2  takut  jadi  toxic  takut  jadi  semena2  trs  nnti  kl  dilawan  dia  bilangnya  kan  kamu  udh  aku  beliin  ini  itu   
2,   bro  werent  dilawan  u  would  writing  tweet  owe  freedom  fought  tyranny  marcoces  probably  concentration  camp  werent  dilawans 
1,   neveragain  salut  dilawan 
1,   16  patunayan  leni  robredo  yang  nya  ninakaw  daw  marcos  abogado  sya  di  sya  magsampa  kaso  dilawan  talaga  puro  kuda  nagawa   
2, aquino  dilawan  ma  lalong  lumala  lubhang  naghirap  pilipinas  laganap  korapsyon  droga  pagpatay  pinabayaan  mahihirap  nating  kababayan  tunay  neverforget  neveragain   
1,   palibhasa  nabrainwash  dilawan  ganyan  mag  isip   
1, hhuhu  tanan  pamilya  og  kaliwat  nako  diri  dilawan  hahays  pila  kahay  gi  bayad 
2, sorry  gigil  talaga  nagcocomment  fb  dilawan  pag  nagshare  historical  revisionism 
1, fb  friend  comment  nang  comment  post  bam  aquino  martial  law  kesyo  lumumubog  lp  dilawan  etc  di  alam  nakukuha  nya  nya  totoo  lang  kase  di  naman  sya  troll  baka  nga   
2, dina  nanonood  tv  puro  ganito  nakikita  puro  anti  duterte  anti  marcos  bat  dinyo  ibalita  yung  dilawan  mendiola  massacre  hacienda  luisita  massacre  fallen  44  yolanda  fund  etc   
1,   dilawan  kasi  ayaw  mo  kay  duturtle  missmam  work   
2,   nah  ung  amo  mong  dilawan  tawagin  mong  poon  dba  kayo  ung  nagkalat  rebulto  sariling  kulay  dilaw  balak  pang  gawing  santo  si  cory  kulto  much   
1,   nakulong  utak  dimension  martial  law  lost  touch  reality  tapos  pula  dilawan   
1,   wala  kayo  mauuto  kundi  nyo  dilawan   
2, biggest  misconception  people  assuming  need  take  political  side  anti  marcos  dilawan  etc  go  like  give  due  support  truly  deserve  criticize  threaten  mass  right  democracy  country 
1,   automatically  assume  one  dilawan   
1,   iq  yang  dilawan  yan  hahaha 
2, ayo  semangat  yuk  nugas  yuk  bisa  yuk  dilawan  yes  ayo  semangat   
1, gigil  nanay  daw  ayoko  kay  duturtle  mean  dilawan  daw  ah  missmam  work   
2,   totoo  talagang  maingay  lata  laman  tangina  bugok  dilawan  yan   
1,   tatawagin  mong  dilawan  si  leni  degrade  sya  dont  call  kasi  shes  dilawan  shes  way  capable  leading  even  much  better  duterte  totoo  lang  wala  si  pduts  sakanya   
1, guinness  dilawan   
1,   dilawan  hahahahahahaha  chos 
2,   di  parin  mababago  ung  katotohanan  ma  naghirap  ung  bansa  nong  dilawan  nmuno  bansa   
2, isnt  ironic  ilang  dekada  taon  taon  sine  celebrate  dilawan  martiallaw  nanalong  senador  rin  sina  bongbong  2010  imee  2019  vp  si  bongbong  2016  yuong  vp  winner  daw  2016  takot  takot  makabalik  marcos  poder   
2,   e  dilawan  balik  later  pag  gumaling  requesting  bazinga  superfanfriday 
1,   imported  basura  canada  dilawan   
2,   ba  kasi  maintindihan  tao  yung  maraming  nagawa  si  marcos  dilawan  wala  mean  ikukumpara  marcos  wala   
1,   kapamilya  dilawan  amp   
1,   dilawan  amp   
1, dilawan  gua  yg  durhaka  engga  dilawan  gua  yg  kefikiran  yaallah  mashaallah  sekali  keluargaku   
2,   naku  umay  dilawan  puro  negative  side  lang  tinitignan  niyo  niyo  appreciate  yung  madaming  nagawa  dating  pangulong  marcos  bansa  nakikinabangan 
1, class  exam  result  2021  school  bise  board  college  university  result  2021   
1,   never  forget  never  dilawan  2022 
1,   mahal  kita  kuys  robs  never  dilawan   
1,   marcosparin  dilawan  shit   
2,   bat  ba  ayaw  kay  marcos  admin  dilawan  agad  tawag  like  hello  ayaw  obvious  reason  reason  nyo  nakikita  kasi  bulag  bulagan  kayo   
1, dilawan  marcos  apologist  r  krezyy  patriot  ta  atong  country  dli  tao  weirdo 
2, boy  u  still  know  nothing  pinning  issue  fashion  stuff  diverting  reality  really  truth  senator  enrile  said  dilawan  made  distortion  reality  using  medium  dont  know  shut  mouth  patuloy  tayong  mabubulok   
1, eto  nagsisiraan  dilawan  marcos  loyalist 
1, maling  panci  dilawan  wkwkwk 
2, nagpapatrending  wokes  dyan  never  martial  law  yan  heto  naman  interview  toni  kay  bbm  sumisipa  bongga  6m  view  566k  like  waley  binatbat  patrending  dilawan  dilawanbigte   
2, disappointed  ab  cbn  spread  negative  news  marcos  call  fair  journalism  truly  certified  dilawan  neveragaintomartiallaw 
2,   doesnt  hate  marcos  prime  dilawan  agad  fyi  dont  color  unlike  im  filipino  vote  people  worth  vote 
2,   silahken  ya  pak  ditambah2in  tujuan  dari  feed  ini  adalah  agar  kita  embrace  saja  ketuaan  kita  ini  pak  jangan  dilawan  terima  rengkuh  dan  nikmati  prosesnya  pak  bapak2rekomendasi  reposted   
1, balita  lakas  daw  bongbong  marcos  survey  milya  milya  daw  dilawan 
2, seryoso  bang  taong  naniniwala  biktima  martial  law  nasa  golden  age  pilipinas  nung  yon  seryoso  tapos  neveragain  dilawan  agad  hoy  panget   
2, know  actually  changing  issue  divert  really  people  first  place  time  marcos  putting  dilawan  state  biggest  mistake  corrupt  personal  interest  neveragaindilawan 
1, potangina  yung  kasambahay  kaibigan  dilawan  daw  bbm  president   
1,   nga  nasabihan  si  hannah  dilawan  least  dd  like  hahaha  oo  dd  dati  marawi  siege  ayokona  realized  scam  pala   
1, ba  ayaw  kay  d30  marcos  dilawan  agad  npa   
1,   fionyjkt48  ngantuk  sih  gak  ce  rasa  ingin  rebahannya  itu  loh  yg  gabisa  dilawan 
1,   never  ever  dilawan   
2,   neveragain  dilawan  neverforget  traydor  si  ninoy  marcos  duterte  2022 
2, feel  sec  briones  many  student  believe  martial  law  thing  lie  dilawan  thing  neveragaintomartiallaw  marcosnohero  misinformationonfacebook 
1,   karim  bull19  anti  white  racist  pick   
2, never  daw  ayaw  kay  mr  leni  robredo  yung  ilang  dilawan   
2,   neveragain  dilawan  neverforget  dilawan  plaza  miranda  bombing  mendiola  massacre  hacienda  luisita  massacre  saf  44  dengvaxia  yolanda  fund  happy  martial  law  anniversary  po   
2, dont  anything  shut  youre  barking  wrong  tree  hay  nako  dilawan  corrupt  pakabulok   
2,   inabutan  martial  law  payapa  di  naman  magulo  anong  gustong  palabasin  dilawan  si  ninoy  bayani   
2, theyre  thief  bulok  ba  old  still  still  patronize  dilawan  even  know  struggle  people  dilawan  regiment  oh  sadyang  bulag  wala  kang  paki  alam  mag  aral  kang  mabuti  nakaka  dagdag  pagkakabulok   
1, lanat  ho  baty  pait  valyon  pr  ji  haram  mall  bhara  howa  hy  inshallha  ayk  bhaty  ga 
2,   clap  clap  talaga  sayo  kala  mo  naman  taong  bayani  bayan  lang  naman  dilawan  neveragain  dilawan   
2,   voice  blind  martial  law  madilim  kabanata  pilipino  silang  dilawan  militante  nagpapaalala  nagse  celebrate  ginagamit  pamumulitika  diba  stop  reminding  bad  memory  move   
1, di  porket  ayaw  kay  marcos  eh  dilawan  hahaha  punyeta  talaga  mag  isip 
1, ganun  rin  ba  dense  tao  think  basta  kontra  marcos  kontra  du30  dilawan  agad  really  2021  still  binary  mindset   
1,   martinac  dilawan  loser   
1, wtf  classmate  said  im  dilawan  hate  marcos  like  dafuck 
2, face  actually  katangahan  dilawan  sana  maka  boto  tamang  tao  kasi  puro  bulok  idolo  mong  nag  hamak  katayuan  yellow  tards  yan  boba 
2,   pilit  niyo  mang  pilipitin  harangin  lalabas  lalabas  katotohanan  kayo  sinungaling  mulat  taumbayan  katotohanan  alam  kasinungalingan  panlilinlang  ninyo  loob  35  taon  desperado  lang  kayong  kultong  dilawan  manigas  kayo 
1,   niyo  maloloko  dilawan  nagpapaloko  kina  marcos  duterte  galeng   
2, also  file  appeal  dilawans  actually  drag  u  deepest  pit  corruption  personal  interest  better  review  history  gossip  youve  learn  know  nothing  nabubulok  taong  mo 
2,   neverforget  marcos  diversionary  tactic  panakip  butas  dilawan  sariling  kapalpakan  korapsyon  kasinungalungan  theyre  always  backward  amp  never  forward   
2,   martinac  dilawan  senator  loser  impeach  ninyo  taman  ra  diay  mo  kahambugan   
2,   granny  lang  naman  nanalo  yang  si  leni  kasi  nagawang  pandaraya  alipores  pangunguna  dilawan   
2,   never  ever  dilawan   
2, bulag  katotohanan  bubulagin  prinsipyo  di  mo  alam  pinagsasabi  mo  mabulok  kasama  dilawan  alam  nating  katotohanan  palagi  mananaig   
2,   alam  mo  m  bianca  namulat  kaming  kabataan  puro  kasinungalingan  lang  pala  nong  umupo  aquino  neveragain  dilawan 
2,   salvador  san  mo  nabasa  sure  libro  manipulated  aquino  naniniwala  yung  dilawan  bilis  mo  naman  maniwala  kay  nabilog  yang  utak  mong  dilaw   
2, people  philippine  influenced  manipulated  leader  npa  communist  founder  benigno  aquino  dilawan  instated  govt  many  year  still  nabubulok  really  want  elect  putting  issue   
1,   bawal  dilawan  pisot  parepareho  lng  iisa  kulay  kulay  kurakot  boycottmzetxaptxgma197 
2,   martinac  sus  lamlam  drama  ganina  ninyo  immunity  power  karon  nasad  kay  kaalyado  loser  pag  puyo  mo  oip  wala  lang  dyod  moy  proof  igna  dilawan  senator  dira  tarungon  pod   
2, putangina  nagsibabaan  cpp  npa  lng  magrally  ugok  mag  move  kayo  di  naasenso  pilipinas  taong  nyo  naway  magka  covid  kayo  magsimatay  sama  mo  ab  cbn  dilawan  channel   
2, broto  yu  pa  kamu  mau  pergi  ibu  dateng  itu  tuh  pertanda  dr  tuhan  yu  ayu  tuhan  kamu  kamu  ngentot  sama  anya  kamu  inget  ga  sama  tuhan  terpental  kan  lo  broto  ayu  dilawan  akakakak   
1,   martinac  oy  153  b  philhealth  dap  nga  nga  dyod  dilawan  senator  anang  153  b  philhealth  corruption   
2,   salvador  true  happened  country  marcos  nasadlak  dusa  ngayun  prrd  tunay  malasakit  pagmamahal  bayan  wala  kundi  pilit  pabagsakin  di  pauuto  dilawan   
2,   neverforget  neveragain  tax  evasion  yolanda  fund  saf44  hacienda  luicita  massacre  mamasopano  massacre  laglag  bala  hostage  taking  etc  dilawan   
1,   karena  relasi  kuasa  si  jadi  gabisa  dilawan  walopun  emang  udah  guedeg  setengah  mati  tapi  ada  anggapan  bahwa  ehh  harus  sopan  sama  orang  tua   
2, narrative  po  dd  rin  dilawan  applicable  lang  taong  pinaglalaban  padin  bayan  karapatang  pantao  taong  ginagawang  excuse  neutrality  polical  apathy  privileged  cry  good  afternoon   
1, never  forget  never  dilawan  2022 
2,   martinac  unya  aha  lagi  153  b  nga  gitang  lang  dilawan  senator  nawala  nalang  nalang  si  pnoy  nganga  dyapon  wlay  investigation  tapos  dzai  wala  kabalo  dap  curroption  imong  pnoy   
1,   never  dilawan   
1, yung  dd  marcos  apologist  dilawan  laging  ibinabanat  nagpla  play  safe  lang  eh  bobo  amp  kpop  required  fandom   
1,   atas  nama  demokrasi  harusnya  dilawan  semua  kesewenang2an  itu  bukannya  malah  diem   
2,   yg  pasti  pemahaman  di  luar  nalar  itu  seperti  pameo  yg  hr  diturut  tanpa  merunut  klw  dilawan  dosa  blm  lagi  hr  berhadapan  dgn  pembela  militan  yg  fanatik  buta 
2,   tapos  asa  kaso  dilawan  mi  lima  mahuman  naman  imong  idol  nga  bati  ug  nawung  abir  kinsa  kahay  naglimas  noh  murag  pila  naman  katuig  imong  idol  2019  kinsa  pres  ana  yot  basin  si  rizal  mi  lima  kulto 
2, tired  dilawan  marcos  apologist  argument  bitch  use  ur  brain  vote  wisely  yung  nakatali  lang  yung  utak  mo  yan  imagine  dumb  u  tingin  mo  pagboto  color  vote  person  clean  record  bayag  pwede   
2, mindset  importante  diskarte  kesa  pag  aaral  ikukumpara  agad  dilawan  napuna  si  duterte  bulag  bulagan  ta  dd  parang  iisa  lang  kayo  hulma   
2,   gunggong  pala  journalist  nyo  dilawan  maka  komunista  side  nyo  lang  masama  si  marcos  gago  ayan  socmed  wala  kayong  mauto  paulit  ulit  lang  kayo  hindot  habambuhay  kayong  ganyan 
2, anw  come  telling  stupidity  aquinos  bijj  grow  everyone  condemn  marcos  dilawan  pro  aquino  shit  decide  u  think  shittier   
2, often  called  dilawan  bcos  im  dd  marcos  apologist  people  cant  wrap  head  around  idea  anything  one  choice  filipino  conditioned  believe  option   
1,   hahaha  pinatay  daw  tatay  digong  magsama  kayo  lugaw  parehas  kayong  obob  basta  dilawan  matic  nayan  utak   
2,   maganda  tahimik  buhay  pilipino  noong  marcos  kabiguan  bagong  demokrasya  tuparin  pangako  edsa  pagtatayo  bagong  kaayusang  panlipunan  umaasa  marcos  golden  era  kakapit  panaginip  sadlak  hirap   
1,   jadelar  everytime  go  comment  section  fb  post  full  dilawan  delawan  aquino  even  though  nobody  mention  shsjdjjsdkjd 
1,   pag  brainwashed  dilawan  kala  masama  martial  law  si  pfem  yun  pala  napakaganda  nagawa  bansang   
2,   maganda  tahimik  buhay  pilipino  noong  marcos  ganitong  hugot  nagmula  pagkadismaya  kabiguan  bagong  demokrasya  tuparin  pangako  edsa  uno  bagong  kaayusang  panlipunan  umaasa  marcos  golden  era   
1,   kurakot  talaga  tong  dilawan  toh   
1, tanga  lang  nag  lelabel  pumupuna  gobyerno  awtomatiko  dilawan  agad 
1,   bpi  dilawan  gini2  kerja  saya  kan  tepat  amp  teliti 
2,   tanga  talaga  itong  si  aling  leni  lugaw  utak  masira  lang  si  marcos  totoo  binaboy  cory  aquino  pilipinas  binaboy  dilawan  pilipinas  itong  si  dutae  ma  lalong  binaboy  pilipinas  nakakaawang  pilipinas   
1, hangang  dyan  lang  dilawan   
2, apparently  nahati  pinas  dd  dilawan  marcos  apologist  choose  poison  ba  pwede  bansa   
2, im  hater  dilawan  marcos  dd  wanna  share  guy  family  make  kahirapan  taggutom  etc  without  like  make  change  without  ayuda  libreng  de  lata  depende  nga  ba  gobyerno  buhay  mo  godprovides 
1, 1scambayag  amp  aksyon  democratiko  rebranded  lpigs  dilawan  neveragain  neverforget 
1,   urwell  setuju  sih  yg  lbih  susah  dilawan  itu  something  else  u  especially  buat  aku  ngelawan  rasa  malas  hahah  jadi  aku  berusaha  menerapkan  batasan  ke  diri  sendiri  udah  yaa  malasnya  smpe  di  sini  dulu  udah  ahh  marahnya  mau  seneng  dulu   
1,   2  side  nakakalimutan  mo  di  lang  dilawan  pro  marcos  bansa  pls  upgrade  lens 
2,   hay  naku  bayarang  pro  marcos  apologist  paki  explain  record  holder  si  marcos  pagnanakaw  aber  hwag  nyo  sabihing  dilawan  guinness   
